CHR_UID,CHR_NAME,CAS,FRACTION,DU,WBODY,WGROUP,ECOLI_SINGLE,SC_WQC,TEMP_WQC,LT,GT,HD_METAL,TOXIC,TURBAP,DWS,IRR,LW,WH,ACUTE,CHRONIC,HH,PERSISTENT,UNITS,ATTAINS CAUSE_GROUP_NAME,ATTAINS CAUSE_ID,ADB_CAUSE_NO,Comments (SCB)
591,Arsenic,7440-38-2,Dissolved,ColdWAL,,,,,,,,N,Y,N,0.01,0.1,0.2,,0.34,0.15,0.009,Y,mg/l,METALS (OTHER THAN MERCURY),145,96,Added fraction=Dissolved
591,Arsenic,7440-38-2,Dissolved,CoolWAL,,,,,,,,N,Y,N,0.01,0.1,0.2,,0.34,0.15,0.009,Y,mg/l,METALS (OTHER THAN MERCURY),145,96,Added fraction=Dissolved
591,Arsenic,7440-38-2,Dissolved,HQColdWAL,,,,,,,,N,Y,N,0.01,0.1,0.2,,0.34,0.15,0.009,Y,mg/l,METALS (OTHER THAN MERCURY),145,96,Added fraction=Dissolved
591,Arsenic,7440-38-2,Dissolved,LAL,,,,,,,,N,Y,N,0.01,0.1,0.2,,0.34,,0.009,Y,mg/l,METALS (OTHER THAN MERCURY),145,96,Added fraction=Dissolved
591,Arsenic,7440-38-2,Dissolved,MCWAL,,,,,,,,N,Y,N,0.01,0.1,0.2,,0.34,0.15,0.009,Y,mg/l,METALS (OTHER THAN MERCURY),145,96,Added fraction=Dissolved
591,Arsenic,7440-38-2,Dissolved,MWWAL,,,,,,,,N,Y,N,0.01,0.1,0.2,,0.34,0.15,0.009,Y,mg/l,METALS (OTHER THAN MERCURY),145,96,Added fraction=Dissolved
591,Arsenic,7440-38-2,Dissolved,WWAL,,,,,,,,N,Y,N,0.01,0.1,0.2,,0.34,0.15,0.009,Y,mg/l,METALS (OTHER THAN MERCURY),145,96,Added fraction=Dissolved
596,Asbestos,1332-21-4,,ColdWAL,,,,,,,,N,Y,N,7000000,,,,,,,,fibers/L,,,,Added Asbestos DWS criteria based on most recent EPA approved WQC. 
596,Asbestos,1332-21-4,,CoolWAL,,,,,,,,N,Y,N,7000000,,,,,,,,fibers/L,,,,Added Asbestos DWS criteria based on most recent EPA approved WQC. 
596,Asbestos,1332-21-4,,HQColdWAL,,,,,,,,N,Y,N,7000000,,,,,,,,fibers/L,,,,Added Asbestos DWS criteria based on most recent EPA approved WQC. 
596,Asbestos,1332-21-4,,MCWAL,,,,,,,,N,Y,N,7000000,,,,,,,,fibers/L,,,,Added Asbestos DWS criteria based on most recent EPA approved WQC. 
596,Asbestos,1332-21-4,,MWWAL,,,,,,,,N,Y,N,7000000,,,,,,,,fibers/L,,,,Added Asbestos DWS criteria based on most recent EPA approved WQC. 
596,Asbestos,1332-21-4,,WWAL,,,,,,,,N,Y,N,7000000,,,,,,,,fibers/L,,,,Added Asbestos DWS criteria based on most recent EPA approved WQC. 
621,Benz[a]anthracene,56-55-3,,ColdWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,188,110,"Updated HH criterion from 0.18 to 0.013 to coincide with approved WQS, add DWS criterion."
621,Benz[a]anthracene,56-55-3,,CoolWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,188,110,"Updated HH criterion from 0.18 to 0.013 to coincide with approved WQS, add DWS criterion."
621,Benz[a]anthracene,56-55-3,,HQColdWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,188,110,"Updated HH criterion from 0.18 to 0.013 to coincide with approved WQS, add DWS criterion."
621,Benz[a]anthracene,56-55-3,,MCWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,188,110,"Updated HH criterion from 0.18 to 0.013 to coincide with approved WQS, add DWS criterion."
621,Benz[a]anthracene,56-55-3,,MWWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,188,110,"Updated HH criterion from 0.18 to 0.013 to coincide with approved WQS, add DWS criterion."
621,Benz[a]anthracene,56-55-3,,WWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,188,110,"Updated HH criterion from 0.18 to 0.013 to coincide with approved WQS, add DWS criterion."
624,Benzene,71-43-2,,ColdWAL,,,,,,,,N,Y,N,5,,,,,,160,,ug/l,TOXIC ORGANICS,172,107,
624,Benzene,71-43-2,,CoolWAL,,,,,,,,N,Y,N,5,,,,,,160,,ug/l,TOXIC ORGANICS,172,107,
624,Benzene,71-43-2,,HQColdWAL,,,,,,,,N,Y,N,5,,,,,,160,,ug/l,TOXIC ORGANICS,172,107,
624,Benzene,71-43-2,,MCWAL,,,,,,,,N,Y,N,5,,,,,,160,,ug/l,TOXIC ORGANICS,172,107,
624,Benzene,71-43-2,,MWWAL,,,,,,,,N,Y,N,5,,,,,,160,,ug/l,TOXIC ORGANICS,172,107,
624,Benzene,71-43-2,,WWAL,,,,,,,,N,Y,N,5,,,,,,160,,ug/l,TOXIC ORGANICS,172,107,
635,Benzidine,92-87-5,,ColdWAL,,,,,,,,N,Y,N,0.0015,,,,,,0.11,,ug/l,TOXIC ORGANICS,173,108,
635,Benzidine,92-87-5,,CoolWAL,,,,,,,,N,Y,N,0.0015,,,,,,0.11,,ug/l,TOXIC ORGANICS,173,108,
635,Benzidine,92-87-5,,HQColdWAL,,,,,,,,N,Y,N,0.0015,,,,,,0.11,,ug/l,TOXIC ORGANICS,173,108,
635,Benzidine,92-87-5,,MCWAL,,,,,,,,N,Y,N,0.0015,,,,,,0.11,,ug/l,TOXIC ORGANICS,173,108,
635,Benzidine,92-87-5,,MWWAL,,,,,,,,N,Y,N,0.0015,,,,,,0.11,,ug/l,TOXIC ORGANICS,173,108,
635,Benzidine,92-87-5,,WWAL,,,,,,,,N,Y,N,0.0015,,,,,,0.11,,ug/l,TOXIC ORGANICS,173,108,
636,Benzo(b)fluoranthene,205-99-2,,ColdWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,181,111,"Updated HH criterion from 0.0013 to 0.013 to coincide with approved WQS, add DWS criterion."
636,Benzo(b)fluoranthene,205-99-2,,CoolWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,181,111,"Updated HH criterion from 0.0013 to 0.013 to coincide with approved WQS, add DWS criterion."
636,Benzo(b)fluoranthene,205-99-2,,HQColdWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,181,111,"Updated HH criterion from 0.0013 to 0.013 to coincide with approved WQS, add DWS criterion."
636,Benzo(b)fluoranthene,205-99-2,,MCWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,181,111,"Updated HH criterion from 0.0013 to 0.013 to coincide with approved WQS, add DWS criterion."
636,Benzo(b)fluoranthene,205-99-2,,MWWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,181,111,"Updated HH criterion from 0.0013 to 0.013 to coincide with approved WQS, add DWS criterion."
636,Benzo(b)fluoranthene,205-99-2,,WWAL,,,,,,,,N,Y,N,0.048,,,,,,0.013,,ug/l,TOXIC ORGANICS,181,111,"Updated HH criterion from 0.0013 to 0.013 to coincide with approved WQS, add DWS criterion."
638,Benzo[a]pyrene,50-32-8,,ColdWAL,,,,,,,,N,Y,N,0.2,,,,,,0.0013,Y,ug/l,TOXIC ORGANICS,178,109,
638,Benzo[a]pyrene,50-32-8,,CoolWAL,,,,,,,,N,Y,N,0.2,,,,,,0.0013,Y,ug/l,TOXIC ORGANICS,178,109,
638,Benzo[a]pyrene,50-32-8,,HQColdWAL,,,,,,,,N,Y,N,0.2,,,,,,0.0013,Y,ug/l,TOXIC ORGANICS,178,109,
638,Benzo[a]pyrene,50-32-8,,LAL,,,,,,,,N,Y,N,0.2,,,,,,0.0013,Y,ug/l,TOXIC ORGANICS,178,109,
638,Benzo[a]pyrene,50-32-8,,MCWAL,,,,,,,,N,Y,N,0.2,,,,,,0.0013,Y,ug/l,TOXIC ORGANICS,178,109,
638,Benzo[a]pyrene,50-32-8,,MWWAL,,,,,,,,N,Y,N,0.2,,,,,,0.0013,Y,ug/l,TOXIC ORGANICS,178,109,
638,Benzo[a]pyrene,50-32-8,,WWAL,,,,,,,,N,Y,N,0.2,,,,,,0.0013,Y,ug/l,TOXIC ORGANICS,178,109,
644,Benzo[k]fluoranthene,207-08-9,,ColdWAL,,,,,,,,N,Y,N,0.048,,,,,,0.13,,ug/l,TOXIC ORGANICS,184,113,
644,Benzo[k]fluoranthene,207-08-9,,CoolWAL,,,,,,,,N,Y,N,0.048,,,,,,0.13,,ug/l,TOXIC ORGANICS,184,113,
644,Benzo[k]fluoranthene,207-08-9,,HQColdWAL,,,,,,,,N,Y,N,0.048,,,,,,0.13,,ug/l,TOXIC ORGANICS,184,113,
644,Benzo[k]fluoranthene,207-08-9,,MCWAL,,,,,,,,N,Y,N,0.048,,,,,,0.13,,ug/l,TOXIC ORGANICS,184,113,
644,Benzo[k]fluoranthene,207-08-9,,MWWAL,,,,,,,,N,Y,N,0.048,,,,,,0.13,,ug/l,TOXIC ORGANICS,184,113,
644,Benzo[k]fluoranthene,207-08-9,,WWAL,,,,,,,,N,Y,N,0.048,,,,,,0.13,,ug/l,TOXIC ORGANICS,184,113,
657,Beryllium,7440-41-7,Dissolved,ColdWAL,,,,,,,,N,Y,N,0.004,,,,,,,,mg/l,METALS (OTHER THAN MERCURY),189,117,"Corrected conversion from ug to mg for drinking water, 4ug/L= 0.004mg/L"
657,Beryllium,7440-41-7,Dissolved,CoolWAL,,,,,,,,N,Y,N,0.004,,,,,,,,mg/l,METALS (OTHER THAN MERCURY),189,117,"Corrected conversion from ug to mg for drinking water, 4ug/L= 0.004mg/L"
657,Beryllium,7440-41-7,Dissolved,HQColdWAL,,,,,,,,N,Y,N,0.004,,,,,,,,mg/l,METALS (OTHER THAN MERCURY),189,117,"Corrected conversion from ug to mg for drinking water, 4ug/L= 0.004mg/L"
657,Beryllium,7440-41-7,Dissolved,LAL,,,,,,,,N,Y,N,0.004,,,,,,,,mg/l,METALS (OTHER THAN MERCURY),189,117,"Corrected conversion from ug to mg for drinking water, 4ug/L= 0.004mg/L"
657,Beryllium,7440-41-7,Dissolved,MCWAL,,,,,,,,N,Y,N,0.004,,,,,,,,mg/l,METALS (OTHER THAN MERCURY),189,117,"Corrected conversion from ug to mg for drinking water, 4ug/L= 0.004mg/L"
657,Beryllium,7440-41-7,Dissolved,MWWAL,,,,,,,,N,Y,N,0.004,,,,,,,,mg/l,METALS (OTHER THAN MERCURY),189,117,"Corrected conversion from ug to mg for drinking water, 4ug/L= 0.004mg/L"
657,Beryllium,7440-41-7,Dissolved,WWAL,,,,,,,,N,Y,N,0.004,,,,,,,,mg/l,METALS (OTHER THAN MERCURY),189,117,"Corrected conversion from ug to mg for drinking water, 4ug/L= 0.004mg/L"
661,Barium,7440-39-3,Dissolved,ColdWAL,,,,,,,,N,Y,N,2,,,,,,,,mg/l,RADIATION,946,104,
661,Barium,7440-39-3,Dissolved,CoolWAL,,,,,,,,N,Y,N,2,,,,,,,,mg/l,RADIATION,946,104,
661,Barium,7440-39-3,Dissolved,HQColdWAL,,,,,,,,N,Y,N,2,,,,,,,,mg/l,RADIATION,946,104,
661,Barium,7440-39-3,Dissolved,LAL,,,,,,,,N,Y,N,2,,,,,,,,mg/l,RADIATION,946,104,
661,Barium,7440-39-3,Dissolved,MCWAL,,,,,,,,N,Y,N,2,,,,,,,,mg/l,RADIATION,946,104,
661,Barium,7440-39-3,Dissolved,MWWAL,,,,,,,,N,Y,N,2,,,,,,,,mg/l,RADIATION,946,104,
661,Barium,7440-39-3,Dissolved,WWAL,,,,,,,,N,Y,N,2,,,,,,,,mg/l,RADIATION,946,104,
674,Bis(2-chloroethyl) ether,111-44-4,,ColdWAL,,,,,,,,N,Y,N,0.3,,,,,,22,,ug/l,TOXIC ORGANICS,25,26,
674,Bis(2-chloroethyl) ether,111-44-4,,CoolWAL,,,,,,,,N,Y,N,0.3,,,,,,22,,ug/l,TOXIC ORGANICS,25,26,
674,Bis(2-chloroethyl) ether,111-44-4,,HQColdWAL,,,,,,,,N,Y,N,0.3,,,,,,22,,ug/l,TOXIC ORGANICS,25,26,
674,Bis(2-chloroethyl) ether,111-44-4,,MCWAL,,,,,,,,N,Y,N,0.3,,,,,,22,,ug/l,TOXIC ORGANICS,25,26,
674,Bis(2-chloroethyl) ether,111-44-4,,MWWAL,,,,,,,,N,Y,N,0.3,,,,,,22,,ug/l,TOXIC ORGANICS,25,26,
674,Bis(2-chloroethyl) ether,111-44-4,,WWAL,,,,,,,,N,Y,N,0.3,,,,,,22,,ug/l,TOXIC ORGANICS,25,26,
675,Bis(2-chloroisopropyl) ether,108-60-1,,ColdWAL,,,,,,,,N,Y,N,1400,,,,,,4000,,ug/l,TOXIC ORGANICS,26,27,
675,Bis(2-chloroisopropyl) ether,108-60-1,,CoolWAL,,,,,,,,N,Y,N,1400,,,,,,4000,,ug/l,TOXIC ORGANICS,26,27,
675,Bis(2-chloroisopropyl) ether,108-60-1,,HQColdWAL,,,,,,,,N,Y,N,1400,,,,,,4000,,ug/l,TOXIC ORGANICS,26,27,
675,Bis(2-chloroisopropyl) ether,108-60-1,,MCWAL,,,,,,,,N,Y,N,1400,,,,,,4000,,ug/l,TOXIC ORGANICS,26,27,
675,Bis(2-chloroisopropyl) ether,108-60-1,,MWWAL,,,,,,,,N,Y,N,1400,,,,,,4000,,ug/l,TOXIC ORGANICS,26,27,
675,Bis(2-chloroisopropyl) ether,108-60-1,,WWAL,,,,,,,,N,Y,N,1400,,,,,,4000,,ug/l,TOXIC ORGANICS,26,27,
714,Butyl benzyl phthalate,85-68-7,,ColdWAL,,,,,,,,N,Y,N,7000,,,,,,1,,ug/l,TOXIC ORGANICS,236,125,
714,Butyl benzyl phthalate,85-68-7,,CoolWAL,,,,,,,,N,Y,N,7000,,,,,,1,,ug/l,TOXIC ORGANICS,236,125,
714,Butyl benzyl phthalate,85-68-7,,HQColdWAL,,,,,,,,N,Y,N,7000,,,,,,1,,ug/l,TOXIC ORGANICS,236,125,
714,Butyl benzyl phthalate,85-68-7,,MCWAL,,,,,,,,N,Y,N,7000,,,,,,1,,ug/l,TOXIC ORGANICS,236,125,
714,Butyl benzyl phthalate,85-68-7,,MWWAL,,,,,,,,N,Y,N,7000,,,,,,1,,ug/l,TOXIC ORGANICS,236,125,
714,Butyl benzyl phthalate,85-68-7,,WWAL,,,,,,,,N,Y,N,7000,,,,,,1,,ug/l,TOXIC ORGANICS,236,125,
734,Carbaryl,63-25-2,,ColdWAL,,,,,,,,N,Y,N,,,,,2.1,2.1,,,ug/l,,,,Carbaryl was not previously included in this spreadsheet. Added Carbaryl acute and chronic ALU criteria based on NMAC WQC. 
734,Carbaryl,63-25-2,,CoolWAL,,,,,,,,N,Y,N,,,,,2.1,2.1,,,ug/l,,,,Carbaryl was not previously included in this spreadsheet. Added Carbaryl acute and chronic ALU criteria based on NMAC WQC. 
734,Carbaryl,63-25-2,,HQColdWAL,,,,,,,,N,Y,N,,,,,2.1,2.1,,,ug/l,,,,Carbaryl was not previously included in this spreadsheet. Added Carbaryl acute and chronic ALU criteria based on NMAC WQC. 
734,Carbaryl,63-25-2,,LAL,,,,,,,,N,Y,N,,,,,2.1,,,,ug/l,,,,Carbaryl was not previously included in this spreadsheet. Added Carbaryl acute and chronic ALU criteria based on NMAC WQC. 
734,Carbaryl,63-25-2,,MCWAL,,,,,,,,N,Y,N,,,,,2.1,2.1,,,ug/l,,,,Carbaryl was not previously included in this spreadsheet. Added Carbaryl acute and chronic ALU criteria based on NMAC WQC. 
734,Carbaryl,63-25-2,,MWWAL,,,,,,,,N,Y,N,,,,,2.1,2.1,,,ug/l,,,,Carbaryl was not previously included in this spreadsheet. Added Carbaryl acute and chronic ALU criteria based on NMAC WQC. 
734,Carbaryl,63-25-2,,WWAL,,,,,,,,N,Y,N,,,,,2.1,2.1,,,ug/l,,,,Carbaryl was not previously included in this spreadsheet. Added Carbaryl acute and chronic ALU criteria based on NMAC WQC. 
725,Cadmium,7440-43-9,Dissolved,ColdWAL,,,,,,,,Y,Y,N,0.005,0.01,0.05,,0.00049,0.000253,,,mg/l,METALS (OTHER THAN MERCURY),239,127,Added fraction=Dissolved
725,Cadmium,7440-43-9,Dissolved,CoolWAL,,,,,,,,Y,Y,N,0.005,0.01,0.05,,0.00049,0.000253,,,mg/l,METALS (OTHER THAN MERCURY),239,127,Added fraction=Dissolved
725,Cadmium,7440-43-9,Dissolved,HQColdWAL,,,,,,,,Y,Y,N,0.005,0.01,0.05,,0.00049,0.000253,,,mg/l,METALS (OTHER THAN MERCURY),239,127,Added fraction=Dissolved
725,Cadmium,7440-43-9,Dissolved,LAL,,,,,,,,Y,Y,N,0.005,0.01,0.05,,0.00049,,,,mg/l,METALS (OTHER THAN MERCURY),239,127,Added fraction=Dissolved
725,Cadmium,7440-43-9,Dissolved,MCWAL,,,,,,,,Y,Y,N,0.005,0.01,0.05,,0.00049,0.000253,,,mg/l,METALS (OTHER THAN MERCURY),239,127,Added fraction=Dissolved
725,Cadmium,7440-43-9,Dissolved,MWWAL,,,,,,,,Y,Y,N,0.005,0.01,0.05,,0.00049,0.000253,,,mg/l,METALS (OTHER THAN MERCURY),239,127,Added fraction=Dissolved
725,Cadmium,7440-43-9,Dissolved,WWAL,,,,,,,,Y,Y,N,0.005,0.01,0.05,,0.00049,0.000253,,,mg/l,METALS (OTHER THAN MERCURY),239,127,Added fraction=Dissolved
741,Carbon tetrachloride,56-23-5,,ColdWAL,,,,,,,,N,Y,N,5,,,,,,50,,ug/l,TOXIC ORGANICS,245,132,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
741,Carbon tetrachloride,56-23-5,,CoolWAL,,,,,,,,N,Y,N,5,,,,,,50,,ug/l,TOXIC ORGANICS,245,132,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
741,Carbon tetrachloride,56-23-5,,HQColdWAL,,,,,,,,N,Y,N,5,,,,,,50,,ug/l,TOXIC ORGANICS,245,132,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
741,Carbon tetrachloride,56-23-5,,MCWAL,,,,,,,,N,Y,N,5,,,,,,50,,ug/l,TOXIC ORGANICS,245,132,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
741,Carbon tetrachloride,56-23-5,,MWWAL,,,,,,,,N,Y,N,5,,,,,,50,,ug/l,TOXIC ORGANICS,245,132,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
741,Carbon tetrachloride,56-23-5,,WWAL,,,,,,,,N,Y,N,5,,,,,,50,,ug/l,TOXIC ORGANICS,245,132,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
767,Chlordane,57-74-9,,ColdWAL,,,,,,,,N,Y,N,2,,,,2.4,0.0043,0.0032,Y,ug/l,PESTICIDES,267,137,Updated chronic aquatic life and HH criteria with values from WQS table. 
767,Chlordane,57-74-9,,CoolWAL,,,,,,,,N,Y,N,2,,,,2.4,0.0043,0.0032,Y,ug/l,PESTICIDES,267,137,Updated chronic aquatic life and HH criteria with values from WQS table. 
767,Chlordane,57-74-9,,HQColdWAL,,,,,,,,N,Y,N,2,,,,2.4,0.0043,0.0032,Y,ug/l,PESTICIDES,267,137,Updated chronic aquatic life and HH criteria with values from WQS table. 
767,Chlordane,57-74-9,,LAL,,,,,,,,N,Y,N,2,,,,2.4,,0.0032,Y,ug/l,PESTICIDES,267,137,Updated chronic aquatic life and HH criteria with values from WQS table. 
767,Chlordane,57-74-9,,MCWAL,,,,,,,,N,Y,N,2,,,,2.4,0.0043,0.0032,Y,ug/l,PESTICIDES,267,137,Updated chronic aquatic life and HH criteria with values from WQS table. 
767,Chlordane,57-74-9,,MWWAL,,,,,,,,N,Y,N,2,,,,2.4,0.0043,0.0032,Y,ug/l,PESTICIDES,267,137,Updated chronic aquatic life and HH criteria with values from WQS table. 
767,Chlordane,57-74-9,,WWAL,,,,,,,,N,Y,N,2,,,,2.4,0.0043,0.0032,Y,ug/l,PESTICIDES,267,137,Updated chronic aquatic life and HH criteria with values from WQS table. 
773,Chloride,1688-70-06,,ColdWAL,,,,,,,,N,N,N,,,,,860,230,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,272,138,"Added acute and chronic aquatic life criteria from table, previously blank in spreadsheet "
773,Chloride,1688-70-06,,CoolWAL,,,,,,,,N,N,N,,,,,860,230,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,272,138,"Added acute and chronic aquatic life criteria from table, previously blank in spreadsheet "
773,Chloride,1688-70-06,,HQColdWAL,,,,,,,,N,N,N,,,,,860,230,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,272,138,"Added acute and chronic aquatic life criteria from table, previously blank in spreadsheet "
773,Chloride,1688-70-06,,LAL,,,,,,,,N,N,N,,,,,860,,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,272,138,"Added acute and chronic aquatic life criteria from table, previously blank in spreadsheet "
773,Chloride,1688-70-06,,MCWAL,,,,,,,,N,N,N,,,,,860,230,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,272,138,"Added acute and chronic aquatic life criteria from table, previously blank in spreadsheet "
773,Chloride,1688-70-06,,MWWAL,,,,,,,,N,N,N,,,,,860,230,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,272,138,"Added acute and chronic aquatic life criteria from table, previously blank in spreadsheet "
773,Chloride,1688-70-06,,WWAL,,,,,,,,N,N,N,,,,,860,230,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,272,138,"Added acute and chronic aquatic life criteria from table, previously blank in spreadsheet "
774,Chlorine,7782-50-5,,ColdWAL,,,,,,,,N,Y,N,,,,0.011,0.019,0.011,,,mg/l,CHLORINE,277,139,Moved values from LW to WH to coincide with table in most recent NMAC
774,Chlorine,7782-50-5,,CoolWAL,,,,,,,,N,Y,N,,,,0.011,0.019,0.011,,,mg/l,CHLORINE,277,139,Moved values from LW to WH to coincide with table in most recent NMAC
774,Chlorine,7782-50-5,,HQColdWAL,,,,,,,,N,Y,N,,,,0.011,0.019,0.011,,,mg/l,CHLORINE,277,139,Moved values from LW to WH to coincide with table in most recent NMAC
774,Chlorine,7782-50-5,,LAL,,,,,,,,N,Y,N,,,,0.011,0.019,,,,mg/l,CHLORINE,277,139,Moved values from LW to WH to coincide with table in most recent NMAC
774,Chlorine,7782-50-5,,MCWAL,,,,,,,,N,Y,N,,,,0.011,0.019,0.011,,,mg/l,CHLORINE,277,139,Moved values from LW to WH to coincide with table in most recent NMAC
774,Chlorine,7782-50-5,,MWWAL,,,,,,,,N,Y,N,,,,0.011,0.019,0.011,,,mg/l,CHLORINE,277,139,Moved values from LW to WH to coincide with table in most recent NMAC
774,Chlorine,7782-50-5,,WWAL,,,,,,,,N,Y,N,,,,0.011,0.019,0.011,,,mg/l,CHLORINE,277,139,Moved values from LW to WH to coincide with table in most recent NMAC
779,Chlorobenzene,108-90-7,,ColdWAL,,,,,,,,N,Y,N,100,,,,,,800,,ug/l,TOXIC ORGANICS,281,142,
779,Chlorobenzene,108-90-7,,CoolWAL,,,,,,,,N,Y,N,100,,,,,,800,,ug/l,TOXIC ORGANICS,281,142,
779,Chlorobenzene,108-90-7,,HQColdWAL,,,,,,,,N,Y,N,100,,,,,,800,,ug/l,TOXIC ORGANICS,281,142,
779,Chlorobenzene,108-90-7,,MCWAL,,,,,,,,N,Y,N,100,,,,,,800,,ug/l,TOXIC ORGANICS,281,142,
779,Chlorobenzene,108-90-7,,MWWAL,,,,,,,,N,Y,N,100,,,,,,800,,ug/l,TOXIC ORGANICS,281,142,
779,Chlorobenzene,108-90-7,,WWAL,,,,,,,,N,Y,N,100,,,,,,800,,ug/l,TOXIC ORGANICS,281,142,
781,Chlorodibromomethane,124-48-1,,ColdWAL,,,,,,,,N,Y,N,4.2,,,,,,210,,ug/l,TOXIC ORGANICS,283,144,
781,Chlorodibromomethane,124-48-1,,CoolWAL,,,,,,,,N,Y,N,4.2,,,,,,210,,ug/l,TOXIC ORGANICS,283,144,
781,Chlorodibromomethane,124-48-1,,HQColdWAL,,,,,,,,N,Y,N,4.2,,,,,,210,,ug/l,TOXIC ORGANICS,283,144,
781,Chlorodibromomethane,124-48-1,,MCWAL,,,,,,,,N,Y,N,4.2,,,,,,210,,ug/l,TOXIC ORGANICS,283,144,
781,Chlorodibromomethane,124-48-1,,MWWAL,,,,,,,,N,Y,N,4.2,,,,,,210,,ug/l,TOXIC ORGANICS,283,144,
781,Chlorodibromomethane,124-48-1,,WWAL,,,,,,,,N,Y,N,4.2,,,,,,210,,ug/l,TOXIC ORGANICS,283,144,
784,Chloroform,67-66-3,,ColdWAL,,,,,,,,N,Y,N,57,,,,,,2000,,ug/l,TOXIC ORGANICS,286,147,
784,Chloroform,67-66-3,,CoolWAL,,,,,,,,N,Y,N,57,,,,,,2000,,ug/l,TOXIC ORGANICS,286,147,
784,Chloroform,67-66-3,,HQColdWAL,,,,,,,,N,Y,N,57,,,,,,2000,,ug/l,TOXIC ORGANICS,286,147,
784,Chloroform,67-66-3,,MCWAL,,,,,,,,N,Y,N,57,,,,,,2000,,ug/l,TOXIC ORGANICS,286,147,
784,Chloroform,67-66-3,,MWWAL,,,,,,,,N,Y,N,57,,,,,,2000,,ug/l,TOXIC ORGANICS,286,147,
784,Chloroform,67-66-3,,WWAL,,,,,,,,N,Y,N,57,,,,,,2000,,ug/l,TOXIC ORGANICS,286,147,
803,Chlorpyrifos,2921-88-2,,ColdWAL,,,,,,,,N,Y,N,,,,,0.083,0.041,,,ug/l,,,,Chlorpyrifos was not previously included in this spreadsheet. Added this pollutant based on most recent WQS NMAC. EPA noted that this pollutant is not effective for CWA purposes pending results of ESA consultation.
803,Chlorpyrifos,2921-88-2,,CoolWAL,,,,,,,,N,Y,N,,,,,0.083,0.041,,,ug/l,,,,Chlorpyrifos was not previously included in this spreadsheet. Added this pollutant based on most recent WQS NMAC. EPA noted that this pollutant is not effective for CWA purposes pending results of ESA consultation.
803,Chlorpyrifos,2921-88-2,,HQColdWAL,,,,,,,,N,Y,N,,,,,0.083,0.041,,,ug/l,,,,Chlorpyrifos was not previously included in this spreadsheet. Added this pollutant based on most recent WQS NMAC. EPA noted that this pollutant is not effective for CWA purposes pending results of ESA consultation.
803,Chlorpyrifos,2921-88-2,,LAL,,,,,,,,N,Y,N,,,,,0.083,,,,ug/l,,,,Chlorpyrifos was not previously included in this spreadsheet. Added this pollutant based on most recent WQS NMAC. EPA noted that this pollutant is not effective for CWA purposes pending results of ESA consultation.
803,Chlorpyrifos,2921-88-2,,MCWAL,,,,,,,,N,Y,N,,,,,0.083,0.041,,,ug/l,,,,Chlorpyrifos was not previously included in this spreadsheet. Added this pollutant based on most recent WQS NMAC. EPA noted that this pollutant is not effective for CWA purposes pending results of ESA consultation.
803,Chlorpyrifos,2921-88-2,,MWWAL,,,,,,,,N,Y,N,,,,,0.083,0.041,,,ug/l,,,,Chlorpyrifos was not previously included in this spreadsheet. Added this pollutant based on most recent WQS NMAC. EPA noted that this pollutant is not effective for CWA purposes pending results of ESA consultation.
