CHR_UID,CHR_NAME,CAS,FRACTION,DU,WBODY,WGROUP,ECOLI_SINGLE,SC_WQC,TEMP_WQC,LT,GT,HD_METAL,TOXIC,TURBAP,DWS,IRR,LW,WH,ACUTE,CHRONIC,HH,PERSISTENT,UNITS,ATTAINS CAUSE_GROUP_NAME,ATTAINS CAUSE_ID,ADB_CAUSE_NO,Comments (SCB)
803,Chlorpyrifos,2921-88-2,,WWAL,,,,,,,,N,Y,N,,,,,0.083,0.041,,,ug/l,,,,Chlorpyrifos was not previously included in this spreadsheet. Added this pollutant based on most recent WQS NMAC. EPA noted that this pollutant is not effective for CWA purposes pending results of ESA consultation.
809,Chromium,7440-47-3,Dissolved,ColdWAL,,,,,,,,N,Y,N,0.1,0.1,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),239,154,Corrected conversion from ug to mg for LW. 1000ug=1mg
809,Chromium,7440-47-3,Dissolved,CoolWAL,,,,,,,,N,Y,N,0.1,0.1,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),239,154,Corrected conversion from ug to mg for LW. 1000ug=1mg
809,Chromium,7440-47-3,Dissolved,HQColdWAL,,,,,,,,N,Y,N,0.1,0.1,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),239,154,Corrected conversion from ug to mg for LW. 1000ug=1mg
809,Chromium,7440-47-3,Dissolved,LAL,,,,,,,,N,Y,N,0.1,0.1,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),239,154,Corrected conversion from ug to mg for LW. 1000ug=1mg
809,Chromium,7440-47-3,Dissolved,MCWAL,,,,,,,,N,Y,N,0.1,0.1,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),239,154,Corrected conversion from ug to mg for LW. 1000ug=1mg
809,Chromium,7440-47-3,Dissolved,MWWAL,,,,,,,,N,Y,N,0.1,0.1,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),239,154,Corrected conversion from ug to mg for LW. 1000ug=1mg
809,Chromium,7440-47-3,Dissolved,WWAL,,,,,,,,N,Y,N,0.1,0.1,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),239,154,Corrected conversion from ug to mg for LW. 1000ug=1mg
810,Chromium(III),16065-83-1,Dissolved,ColdWAL,,,,,,,,Y,Y,N,,,,,0.183,0.0238,,,mg/l,METALS (OTHER THAN MERCURY),303,156,Added fraction=Dissolved
810,Chromium(III),16065-83-1,Dissolved,CoolWAL,,,,,,,,Y,Y,N,,,,,0.183,0.0238,,,mg/l,METALS (OTHER THAN MERCURY),303,156,Added fraction=Dissolved
810,Chromium(III),16065-83-1,Dissolved,HQColdWAL,,,,,,,,Y,Y,N,,,,,0.183,0.0238,,,mg/l,METALS (OTHER THAN MERCURY),303,156,Added fraction=Dissolved
810,Chromium(III),16065-83-1,Dissolved,LAL,,,,,,,,Y,Y,N,,,,,0.183,,,,mg/l,METALS (OTHER THAN MERCURY),303,156,Added fraction=Dissolved
810,Chromium(III),16065-83-1,Dissolved,MCWAL,,,,,,,,Y,Y,N,,,,,0.183,0.0238,,,mg/l,METALS (OTHER THAN MERCURY),303,156,Added fraction=Dissolved
810,Chromium(III),16065-83-1,Dissolved,MWWAL,,,,,,,,Y,Y,N,,,,,0.183,0.0238,,,mg/l,METALS (OTHER THAN MERCURY),303,156,Added fraction=Dissolved
810,Chromium(III),16065-83-1,Dissolved,WWAL,,,,,,,,Y,Y,N,,,,,0.183,0.0238,,,mg/l,METALS (OTHER THAN MERCURY),303,156,Added fraction=Dissolved
811,Chromium(VI),18540-29-9,Dissolved,ColdWAL,,,,,,,,N,Y,N,,,,,0.016,0.011,,,mg/l,METALS (OTHER THAN MERCURY),300,155,Added fraction=Dissolved
811,Chromium(VI),18540-29-9,Dissolved,CoolWAL,,,,,,,,N,Y,N,,,,,0.016,0.011,,,mg/l,METALS (OTHER THAN MERCURY),300,155,Added fraction=Dissolved
811,Chromium(VI),18540-29-9,Dissolved,HQColdWAL,,,,,,,,N,Y,N,,,,,0.016,0.011,,,mg/l,METALS (OTHER THAN MERCURY),300,155,Added fraction=Dissolved
811,Chromium(VI),18540-29-9,Dissolved,LAL,,,,,,,,N,Y,N,,,,,0.016,,,,mg/l,METALS (OTHER THAN MERCURY),300,155,Added fraction=Dissolved
811,Chromium(VI),18540-29-9,Dissolved,MCWAL,,,,,,,,N,Y,N,,,,,0.016,0.011,,,mg/l,METALS (OTHER THAN MERCURY),300,155,Added fraction=Dissolved
811,Chromium(VI),18540-29-9,Dissolved,MWWAL,,,,,,,,N,Y,N,,,,,0.016,0.011,,,mg/l,METALS (OTHER THAN MERCURY),300,155,Added fraction=Dissolved
811,Chromium(VI),18540-29-9,Dissolved,WWAL,,,,,,,,N,Y,N,,,,,0.016,0.011,,,mg/l,METALS (OTHER THAN MERCURY),300,155,Added fraction=Dissolved
813,Chrysene,218-01-9,,ColdWAL,,,,,,,,N,Y,N,0.048,,,,,,1.3,,ug/l,TOXIC ORGANICS,309,157,
813,Chrysene,218-01-9,,CoolWAL,,,,,,,,N,Y,N,0.048,,,,,,1.3,,ug/l,TOXIC ORGANICS,309,157,
813,Chrysene,218-01-9,,HQColdWAL,,,,,,,,N,Y,N,0.048,,,,,,1.3,,ug/l,TOXIC ORGANICS,309,157,
813,Chrysene,218-01-9,,MCWAL,,,,,,,,N,Y,N,0.048,,,,,,1.3,,ug/l,TOXIC ORGANICS,309,157,
813,Chrysene,218-01-9,,MWWAL,,,,,,,,N,Y,N,0.048,,,,,,1.3,,ug/l,TOXIC ORGANICS,309,157,
813,Chrysene,218-01-9,,WWAL,,,,,,,,N,Y,N,0.048,,,,,,1.3,,ug/l,TOXIC ORGANICS,309,157,
873,Demeton,8065-48-3,,ColdWAL,,,,,,,,N,Y,N,,,,,,0.1,,,ug/l,,,,Demeton not previously included in this spreadsheet. Added WQC based on criteria for Demeton in most recent NMAC standards. 
873,Demeton,8065-48-3,,CoolWAL,,,,,,,,N,Y,N,,,,,,0.1,,,ug/l,,,,Demeton not previously included in this spreadsheet. Added WQC based on criteria for Demeton in most recent NMAC standards. 
873,Demeton,8065-48-3,,HQColdWAL,,,,,,,,N,Y,N,,,,,,0.1,,,ug/l,,,,Demeton not previously included in this spreadsheet. Added WQC based on criteria for Demeton in most recent NMAC standards. 
873,Demeton,8065-48-3,,MCWAL,,,,,,,,N,Y,N,,,,,,0.1,,,ug/l,,,,Demeton not previously included in this spreadsheet. Added WQC based on criteria for Demeton in most recent NMAC standards. 
873,Demeton,8065-48-3,,MWWAL,,,,,,,,N,Y,N,,,,,,0.1,,,ug/l,,,,Demeton not previously included in this spreadsheet. Added WQC based on criteria for Demeton in most recent NMAC standards. 
873,Demeton,8065-48-3,,WWAL,,,,,,,,N,Y,N,,,,,,0.1,,,ug/l,,,,Demeton not previously included in this spreadsheet. Added WQC based on criteria for Demeton in most recent NMAC standards. 
827,Cobalt,7440-48-4,Dissolved,ColdWAL,,,,,,,,N,Y,N,,0.05,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),318,159,Corrected conversion from ug to mg for LW. 1000ug=1mg
827,Cobalt,7440-48-4,Dissolved,CoolWAL,,,,,,,,N,Y,N,,0.05,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),318,159,Corrected conversion from ug to mg for LW. 1000ug=1mg
827,Cobalt,7440-48-4,Dissolved,HQColdWAL,,,,,,,,N,Y,N,,0.05,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),318,159,Corrected conversion from ug to mg for LW. 1000ug=1mg
827,Cobalt,7440-48-4,Dissolved,LAL,,,,,,,,N,Y,N,,0.05,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),318,159,Corrected conversion from ug to mg for LW. 1000ug=1mg
827,Cobalt,7440-48-4,Dissolved,MCWAL,,,,,,,,N,Y,N,,0.05,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),318,159,Corrected conversion from ug to mg for LW. 1000ug=1mg
827,Cobalt,7440-48-4,Dissolved,MWWAL,,,,,,,,N,Y,N,,0.05,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),318,159,Corrected conversion from ug to mg for LW. 1000ug=1mg
827,Cobalt,7440-48-4,Dissolved,WWAL,,,,,,,,N,Y,N,,0.05,1,,,,,,mg/l,METALS (OTHER THAN MERCURY),318,159,Corrected conversion from ug to mg for LW. 1000ug=1mg
832,Copper,7440-50-8,Dissolved,ColdWAL,,,,,,,,Y,Y,N,1.3,0.2,0.5,,0.00364,0.00274,,,mg/l,METALS (OTHER THAN MERCURY),345,163,Added fraction=Dissolved
832,Copper,7440-50-8,Dissolved,CoolWAL,,,,,,,,Y,Y,N,1.3,0.2,0.5,,0.00364,0.00274,,,mg/l,METALS (OTHER THAN MERCURY),345,163,Added fraction=Dissolved
832,Copper,7440-50-8,Dissolved,HQColdWAL,,,,,,,,Y,Y,N,1.3,0.2,0.5,,0.00364,0.00274,,,mg/l,METALS (OTHER THAN MERCURY),345,163,Added fraction=Dissolved
832,Copper,7440-50-8,Dissolved,LAL,,,,,,,,Y,Y,N,1.3,0.2,0.5,,0.00364,,,,mg/l,METALS (OTHER THAN MERCURY),345,163,Added fraction=Dissolved
832,Copper,7440-50-8,Dissolved,MCWAL,,,,,,,,Y,Y,N,1.3,0.2,0.5,,0.00364,0.00274,,,mg/l,METALS (OTHER THAN MERCURY),345,163,Added fraction=Dissolved
832,Copper,7440-50-8,Dissolved,MWWAL,,,,,,,,Y,Y,N,1.3,0.2,0.5,,0.00364,0.00274,,,mg/l,METALS (OTHER THAN MERCURY),345,163,Added fraction=Dissolved
832,Copper,7440-50-8,Dissolved,WWAL,,,,,,,,Y,Y,N,1.3,0.2,0.5,,0.00364,0.00274,,,mg/l,METALS (OTHER THAN MERCURY),345,163,Added fraction=Dissolved
842,Cyanide,57-12-5,Total Recoverable,ColdWAL,,,,,,,,N,Y,N,0.2,,,0.0052,0.022,0.0052,0.4,,mg/l,TOXIC INORGANICS,354,168,"Updated HH criterion to 0.4 mg/L, added fraction= Total recoverable"
842,Cyanide,57-12-5,Total Recoverable,CoolWAL,,,,,,,,N,Y,N,0.2,,,0.0052,0.022,0.0052,0.4,,mg/l,TOXIC INORGANICS,354,168,"Updated HH criterion to 0.4 mg/L, added fraction= Total recoverable"
842,Cyanide,57-12-5,Total Recoverable,HQColdWAL,,,,,,,,N,Y,N,0.2,,,0.0052,0.022,0.0052,0.4,,mg/l,TOXIC INORGANICS,354,168,"Updated HH criterion to 0.4 mg/L, added fraction= Total recoverable"
842,Cyanide,57-12-5,Total Recoverable,LAL,,,,,,,,N,Y,N,0.2,,,0.0052,0.022,,,,mg/l,TOXIC INORGANICS,354,168,"Updated HH criterion to 0.4 mg/L, added fraction= Total recoverable"
842,Cyanide,57-12-5,Total Recoverable,MCWAL,,,,,,,,N,Y,N,0.2,,,0.0052,0.022,0.0052,0.4,,mg/l,TOXIC INORGANICS,354,168,"Updated HH criterion to 0.4 mg/L, added fraction= Total recoverable"
842,Cyanide,57-12-5,Total Recoverable,MWWAL,,,,,,,,N,Y,N,0.2,,,0.0052,0.022,0.0052,0.4,,mg/l,TOXIC INORGANICS,354,168,"Updated HH criterion to 0.4 mg/L, added fraction= Total recoverable"
842,Cyanide,57-12-5,Total Recoverable,WWAL,,,,,,,,N,Y,N,0.2,,,0.0052,0.022,0.0052,0.4,,mg/l,TOXIC INORGANICS,354,168,"Updated HH criterion to 0.4 mg/L, added fraction= Total recoverable"
881,Di(2-ethylhexyl) phthalate,117-81-7,,ColdWAL,,,,,,,,N,Y,N,6,,,,,,3.7,,ug/l,PESTICIDES,385,178,DWS and HH criteria updated based on most recent NMAC WQC
881,Di(2-ethylhexyl) phthalate,117-81-7,,CoolWAL,,,,,,,,N,Y,N,6,,,,,,3.7,,ug/l,PESTICIDES,385,178,DWS and HH criteria updated based on most recent NMAC WQC
881,Di(2-ethylhexyl) phthalate,117-81-7,,HQColdWAL,,,,,,,,N,Y,N,6,,,,,,3.7,,ug/l,PESTICIDES,385,178,DWS and HH criteria updated based on most recent NMAC WQC
881,Di(2-ethylhexyl) phthalate,117-81-7,,MCWAL,,,,,,,,N,Y,N,6,,,,,,3.7,,ug/l,PESTICIDES,385,178,DWS and HH criteria updated based on most recent NMAC WQC
881,Di(2-ethylhexyl) phthalate,117-81-7,,MWWAL,,,,,,,,N,Y,N,6,,,,,,3.7,,ug/l,PESTICIDES,385,178,DWS and HH criteria updated based on most recent NMAC WQC
881,Di(2-ethylhexyl) phthalate,117-81-7,,WWAL,,,,,,,,N,Y,N,6,,,,,,3.7,,ug/l,PESTICIDES,385,178,DWS and HH criteria updated based on most recent NMAC WQC
676,Bis(chloromethyl) ether,542-88-1,,ColdWAL,,,,,,,,N,Y,N,,,,,,,0.17,,ug/l,,,,Bis(chloromethyl) ether was absent from this spreadsheet. Added to correspond with WQC in NMAC. 
676,Bis(chloromethyl) ether,542-88-1,,CoolWAL,,,,,,,,N,Y,N,,,,,,,0.17,,ug/l,,,,Bis(chloromethyl) ether was absent from this spreadsheet. Added to correspond with WQC in NMAC. 
676,Bis(chloromethyl) ether,542-88-1,,HQColdWAL,,,,,,,,N,Y,N,,,,,,,0.17,,ug/l,,,,Bis(chloromethyl) ether was absent from this spreadsheet. Added to correspond with WQC in NMAC. 
676,Bis(chloromethyl) ether,542-88-1,,MCWAL,,,,,,,,N,Y,N,,,,,,,0.17,,ug/l,,,,Bis(chloromethyl) ether was absent from this spreadsheet. Added to correspond with WQC in NMAC. 
676,Bis(chloromethyl) ether,542-88-1,,MWWAL,,,,,,,,N,Y,N,,,,,,,0.17,,ug/l,,,,Bis(chloromethyl) ether was absent from this spreadsheet. Added to correspond with WQC in NMAC. 
676,Bis(chloromethyl) ether,542-88-1,,WWAL,,,,,,,,N,Y,N,,,,,,,0.17,,ug/l,,,,Bis(chloromethyl) ether was absent from this spreadsheet. Added to correspond with WQC in NMAC. 
885,Diazinon,333-41-5,,ColdWAL,,,,,,,,N,Y,N,,,,,0.17,0.17,,,ug/l,PESTICIDES,400,187,
885,Diazinon,333-41-5,,CoolWAL,,,,,,,,N,Y,N,,,,,0.17,0.17,,,ug/l,PESTICIDES,400,187,
885,Diazinon,333-41-5,,HQColdWAL,,,,,,,,N,Y,N,,,,,0.17,0.17,,,ug/l,PESTICIDES,400,187,
885,Diazinon,333-41-5,,LAL,,,,,,,,N,Y,N,,,,,0.17,,,,ug/l,PESTICIDES,400,187,
885,Diazinon,333-41-5,,MCWAL,,,,,,,,N,Y,N,,,,,0.17,0.17,,,ug/l,PESTICIDES,400,187,
885,Diazinon,333-41-5,,MWWAL,,,,,,,,N,Y,N,,,,,0.17,0.17,,,ug/l,PESTICIDES,400,187,
885,Diazinon,333-41-5,,WWAL,,,,,,,,N,Y,N,,,,,0.17,0.17,,,ug/l,PESTICIDES,400,187,
320,"2,4-Dichlorophenoxyacetic acid",94-75-7,,ColdWAL,,,,,,,,N,Y,N,,,,,,,12000,,ug/l,,,,"2,4- Dichlorophenoxyacetic acid was absent from this spreadsheet. Added based on most recent NMAC WQC. "
320,"2,4-Dichlorophenoxyacetic acid",94-75-7,,CoolWAL,,,,,,,,N,Y,N,,,,,,,12000,,ug/l,,,,"2,4- Dichlorophenoxyacetic acid was absent from this spreadsheet. Added based on most recent NMAC WQC. "
320,"2,4-Dichlorophenoxyacetic acid",94-75-7,,HQColdWAL,,,,,,,,N,Y,N,,,,,,,12000,,ug/l,,,,"2,4- Dichlorophenoxyacetic acid was absent from this spreadsheet. Added based on most recent NMAC WQC. "
320,"2,4-Dichlorophenoxyacetic acid",94-75-7,,MCWAL,,,,,,,,N,Y,N,,,,,,,12000,,ug/l,,,,"2,4- Dichlorophenoxyacetic acid was absent from this spreadsheet. Added based on most recent NMAC WQC. "
320,"2,4-Dichlorophenoxyacetic acid",94-75-7,,MWWAL,,,,,,,,N,Y,N,,,,,,,12000,,ug/l,,,,"2,4- Dichlorophenoxyacetic acid was absent from this spreadsheet. Added based on most recent NMAC WQC. "
320,"2,4-Dichlorophenoxyacetic acid",94-75-7,,WWAL,,,,,,,,N,Y,N,,,,,,,12000,,ug/l,,,,"2,4- Dichlorophenoxyacetic acid was absent from this spreadsheet. Added based on most recent NMAC WQC. "
886,"Dibenz[a,h]anthracene",53-70-3,,ColdWAL,,,,,,,,N,Y,N,0.048,,,,,,0.0013,,ug/l,TOXIC ORGANICS,402,188,
886,"Dibenz[a,h]anthracene",53-70-3,,CoolWAL,,,,,,,,N,Y,N,0.048,,,,,,0.0013,,ug/l,TOXIC ORGANICS,402,188,
886,"Dibenz[a,h]anthracene",53-70-3,,HQColdWAL,,,,,,,,N,Y,N,0.048,,,,,,0.0013,,ug/l,TOXIC ORGANICS,402,188,
886,"Dibenz[a,h]anthracene",53-70-3,,MCWAL,,,,,,,,N,Y,N,0.048,,,,,,0.0013,,ug/l,TOXIC ORGANICS,402,188,
886,"Dibenz[a,h]anthracene",53-70-3,,MWWAL,,,,,,,,N,Y,N,0.048,,,,,,0.0013,,ug/l,TOXIC ORGANICS,402,188,
886,"Dibenz[a,h]anthracene",53-70-3,,WWAL,,,,,,,,N,Y,N,0.048,,,,,,0.0013,,ug/l,TOXIC ORGANICS,402,188,
1516,Dichlorodiphenyldichloroethane (DDD),72-54-8,,ColdWAL,,,,,,,,N,Y,N,,,,,,,0.0012,,ug/l,,,,DDD was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1516,Dichlorodiphenyldichloroethane (DDD),72-54-8,,CoolWAL,,,,,,,,N,Y,N,,,,,,,0.0012,,ug/l,,,,DDD was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1516,Dichlorodiphenyldichloroethane (DDD),72-54-8,,HQColdWAL,,,,,,,,N,Y,N,,,,,,,0.0012,,ug/l,,,,DDD was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1516,Dichlorodiphenyldichloroethane (DDD),72-54-8,,MCWAL,,,,,,,,N,Y,N,,,,,,,0.0012,,ug/l,,,,DDD was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1516,Dichlorodiphenyldichloroethane (DDD),72-54-8,,MWWAL,,,,,,,,N,Y,N,,,,,,,0.0012,,ug/l,,,,DDD was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1516,Dichlorodiphenyldichloroethane (DDD),72-54-8,,WWAL,,,,,,,,N,Y,N,,,,,,,0.0012,,ug/l,,,,DDD was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1517,Dichlorodiphenyldichloroethylene (DDE),72-55-9,,ColdWAL,,,,,,,,N,Y,N,,,,,,,0.00018,,ug/l,,,,DDE was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1517,Dichlorodiphenyldichloroethylene (DDE),72-55-9,,CoolWAL,,,,,,,,N,Y,N,,,,,,,0.00018,,ug/l,,,,DDE was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1517,Dichlorodiphenyldichloroethylene (DDE),72-55-9,,HQColdWAL,,,,,,,,N,Y,N,,,,,,,0.00018,,ug/l,,,,DDE was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1517,Dichlorodiphenyldichloroethylene (DDE),72-55-9,,MCWAL,,,,,,,,N,Y,N,,,,,,,0.00018,,ug/l,,,,DDE was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1517,Dichlorodiphenyldichloroethylene (DDE),72-55-9,,MWWAL,,,,,,,,N,Y,N,,,,,,,0.00018,,ug/l,,,,DDE was absent from this spreadsheet. Added based on most recent NMAC WQC. 
1517,Dichlorodiphenyldichloroethylene (DDE),72-55-9,,WWAL,,,,,,,,N,Y,N,,,,,,,0.00018,,ug/l,,,,DDE was absent from this spreadsheet. Added based on most recent NMAC WQC. 
899,Dibutyl phthalate,84-74-2,,ColdWAL,,,,,,,,N,Y,N,3500,,,,,,30,,ug/l,PESTICIDES,403,190,
899,Dibutyl phthalate,84-74-2,,CoolWAL,,,,,,,,N,Y,N,3500,,,,,,30,,ug/l,PESTICIDES,403,190,
899,Dibutyl phthalate,84-74-2,,HQColdWAL,,,,,,,,N,Y,N,3500,,,,,,30,,ug/l,PESTICIDES,403,190,
899,Dibutyl phthalate,84-74-2,,MCWAL,,,,,,,,N,Y,N,3500,,,,,,30,,ug/l,PESTICIDES,403,190,
899,Dibutyl phthalate,84-74-2,,MWWAL,,,,,,,,N,Y,N,3500,,,,,,30,,ug/l,PESTICIDES,403,190,
899,Dibutyl phthalate,84-74-2,,WWAL,,,,,,,,N,Y,N,3500,,,,,,30,,ug/l,PESTICIDES,403,190,
917,Dichlorobromomethane,75-27-4,,ColdWAL,,,,,,,,N,Y,N,5.6,,,,,,270,,ug/l,TOXIC ORGANICS,406,192,
917,Dichlorobromomethane,75-27-4,,CoolWAL,,,,,,,,N,Y,N,5.6,,,,,,270,,ug/l,TOXIC ORGANICS,406,192,
917,Dichlorobromomethane,75-27-4,,HQColdWAL,,,,,,,,N,Y,N,5.6,,,,,,270,,ug/l,TOXIC ORGANICS,406,192,
917,Dichlorobromomethane,75-27-4,,MCWAL,,,,,,,,N,Y,N,5.6,,,,,,270,,ug/l,TOXIC ORGANICS,406,192,
917,Dichlorobromomethane,75-27-4,,MWWAL,,,,,,,,N,Y,N,5.6,,,,,,270,,ug/l,TOXIC ORGANICS,406,192,
917,Dichlorobromomethane,75-27-4,,WWAL,,,,,,,,N,Y,N,5.6,,,,,,270,,ug/l,TOXIC ORGANICS,406,192,
934,Dieldrin,60-57-1,,ColdWAL,,,,,,,,N,Y,N,0.022,,,,0.24,0.056,0.000012,Y,ug/l,PESTICIDES,417,198,
934,Dieldrin,60-57-1,,CoolWAL,,,,,,,,N,Y,N,0.022,,,,0.24,0.056,0.000012,Y,ug/l,PESTICIDES,417,198,
934,Dieldrin,60-57-1,,HQColdWAL,,,,,,,,N,Y,N,0.022,,,,0.24,0.056,0.000012,Y,ug/l,PESTICIDES,417,198,
934,Dieldrin,60-57-1,,LAL,,,,,,,,N,Y,N,0.022,,,,0.24,,0.000012,Y,ug/l,PESTICIDES,417,198,
934,Dieldrin,60-57-1,,MCWAL,,,,,,,,N,Y,N,0.022,,,,0.24,0.056,0.000012,Y,ug/l,PESTICIDES,417,198,
934,Dieldrin,60-57-1,,MWWAL,,,,,,,,N,Y,N,0.022,,,,0.24,0.056,0.000012,Y,ug/l,PESTICIDES,417,198,
934,Dieldrin,60-57-1,,WWAL,,,,,,,,N,Y,N,0.022,,,,0.24,0.056,0.000012,Y,ug/l,PESTICIDES,417,198,
938,Diethyl phthalate,84-66-2,,ColdWAL,,,,,,,,N,Y,N,28000,,,,,,600,,ug/l,TOXIC ORGANICS,423,199,
938,Diethyl phthalate,84-66-2,,CoolWAL,,,,,,,,N,Y,N,28000,,,,,,600,,ug/l,TOXIC ORGANICS,423,199,
938,Diethyl phthalate,84-66-2,,HQColdWAL,,,,,,,,N,Y,N,28000,,,,,,600,,ug/l,TOXIC ORGANICS,423,199,
938,Diethyl phthalate,84-66-2,,MCWAL,,,,,,,,N,Y,N,28000,,,,,,600,,ug/l,TOXIC ORGANICS,423,199,
938,Diethyl phthalate,84-66-2,,MWWAL,,,,,,,,N,Y,N,28000,,,,,,600,,ug/l,TOXIC ORGANICS,423,199,
938,Diethyl phthalate,84-66-2,,WWAL,,,,,,,,N,Y,N,28000,,,,,,600,,ug/l,TOXIC ORGANICS,423,199,
957,Dimethyl phthalate,131-11-3,,ColdWAL,,,,,,,,N,Y,N,350000,,,,,,2000,,ug/l,PESTICIDES,424,200,
957,Dimethyl phthalate,131-11-3,,CoolWAL,,,,,,,,N,Y,N,350000,,,,,,2000,,ug/l,PESTICIDES,424,200,
957,Dimethyl phthalate,131-11-3,,HQColdWAL,,,,,,,,N,Y,N,350000,,,,,,2000,,ug/l,PESTICIDES,424,200,
957,Dimethyl phthalate,131-11-3,,MCWAL,,,,,,,,N,Y,N,350000,,,,,,2000,,ug/l,PESTICIDES,424,200,
957,Dimethyl phthalate,131-11-3,,MWWAL,,,,,,,,N,Y,N,350000,,,,,,2000,,ug/l,PESTICIDES,424,200,
957,Dimethyl phthalate,131-11-3,,WWAL,,,,,,,,N,Y,N,350000,,,,,,2000,,ug/l,PESTICIDES,424,200,
973,"Dioxin + furan mix, unspecified",1746-01-6,,ColdWAL,,,,,,,,N,Y,N,3.00E-05,,,,,,0.000000051,Y,ug/l,DIOXINS,430,203,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
973,"Dioxin + furan mix, unspecified",1746-01-6,,CoolWAL,,,,,,,,N,Y,N,3.00E-05,,,,,,0.000000051,Y,ug/l,DIOXINS,430,203,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
973,"Dioxin + furan mix, unspecified",1746-01-6,,HQColdWAL,,,,,,,,N,Y,N,3.00E-05,,,,,,0.000000051,Y,ug/l,DIOXINS,430,203,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
973,"Dioxin + furan mix, unspecified",1746-01-6,,LAL,,,,,,,,N,Y,N,3.00E-05,,,,,,0.000000051,Y,ug/l,DIOXINS,430,203,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
973,"Dioxin + furan mix, unspecified",1746-01-6,,MCWAL,,,,,,,,N,Y,N,3.00E-05,,,,,,0.000000051,Y,ug/l,DIOXINS,430,203,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
973,"Dioxin + furan mix, unspecified",1746-01-6,,MWWAL,,,,,,,,N,Y,N,3.00E-05,,,,,,0.000000051,Y,ug/l,DIOXINS,430,203,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
973,"Dioxin + furan mix, unspecified",1746-01-6,,WWAL,,,,,,,,N,Y,N,3.00E-05,,,,,,0.000000051,Y,ug/l,DIOXINS,430,203,"Added DWS criteria from WQS table, previously blank in spreadsheet. "
985,Dissolved oxygen (DO),,,ColdWAL,,,,,,6,,N,N,N,,,,,,,,,mg/l,ORGANIC ENRICHMENT/OXYGEN DEPLETION,449,322,
985,Dissolved oxygen (DO),,,CoolWAL,,,,,,5,,N,N,N,,,,,,,,,mg/l,ORGANIC ENRICHMENT/OXYGEN DEPLETION,449,322,
985,Dissolved oxygen (DO),,,HQColdWAL,,,,,,6,,N,N,N,,,,,,,,,mg/l,ORGANIC ENRICHMENT/OXYGEN DEPLETION,449,322,
985,Dissolved oxygen (DO),,,MCWAL,,,,,,6,,N,N,N,,,,,,,,,mg/l,ORGANIC ENRICHMENT/OXYGEN DEPLETION,449,322,
985,Dissolved oxygen (DO),,,MWWAL,,,,,,5,,N,N,N,,,,,,,,,mg/l,ORGANIC ENRICHMENT/OXYGEN DEPLETION,449,322,
985,Dissolved oxygen (DO),,,WWAL,,,,,,5,,N,N,N,,,,,,,,,mg/l,ORGANIC ENRICHMENT/OXYGEN DEPLETION,449,322,
985,Dissolved oxygen (DO),,,LAL,,,,,,,,N,N,N,,,,,,,,,mg/l,ORGANIC ENRICHMENT/OXYGEN DEPLETION,449,322,Deleted. There is no DO standard for this DU
988,Total dissolved solids,,,ColdWAL,,,,,,,,N,N,N,,,,,,,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,1059,399,
988,Total dissolved solids,,,CoolWAL,,,,,,,,N,N,N,,,,,,,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,1059,399,
988,Total dissolved solids,,,HQColdWAL,,,,,,,,N,N,N,,,,,,,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,1059,399,
988,Total dissolved solids,,,LAL,,,,,,,,N,N,N,,,,,,,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,1059,399,
988,Total dissolved solids,,,MCWAL,,,,,,,,N,N,N,,,,,,,,,mg/l,SALINITY/TOTAL DISSOLVED SOLIDS/CHLORIDES/SULFATES,1059,399,
