"WATER_ID","DU","Waterbody","TN_SITE_CLASS","TP_SITE_CLASS","ECOREGION","ELEVATION","Criteria_Name","Criteria_Value","CHR_UID","CHR_UID_Unique"
"NM-2112.A_03","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21b","9783","SC_WQC","300",1815,"1815"
"NM-2112.A_10","MWWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","22h","5915","TEMP_WQC","32.2",2849,"2849"
"NM-2112.A_10","MWWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","22h","5915","PH_LOW","6.6",1648,"1648b"
"NM-2112.A_10","MWWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","22h","5915","PH_HIGH","9",1648,"1648a"
"NM-2112.A_10","MWWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","22h","5915","DO_WQC","5",985,"985"
"NM-2112.A_11","HQColdWAL","STREAM, PERENNIAL","Moderate","Steep","21d","6420","TEMP_4T3","20",999920,"999920"
"NM-2112.A_11","HQColdWAL","STREAM, PERENNIAL","Moderate","Steep","21d","6420","TEMP_WQC","23",2849,"2849"
"NM-2112.A_11","HQColdWAL","STREAM, PERENNIAL","Moderate","Steep","21d","6420","PH_LOW","6.6",1648,"1648b"
"NM-2112.A_11","HQColdWAL","STREAM, PERENNIAL","Moderate","Steep","21d","6420","PH_HIGH","8.8",1648,"1648a"
"NM-2112.A_11","HQColdWAL","STREAM, PERENNIAL","Moderate","Steep","21d","6420","DO_WQC","6",985,"985"
"NM-2112.A_11","HQColdWAL","STREAM, PERENNIAL","Moderate","Steep","21d","6420","SC_WQC","300",1815,"1815"
"NM-2112.A_20","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","TEMP_4T3","20",999920,"999920"
"NM-2112.A_20","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","TEMP_WQC","23",2849,"2849"
"NM-2112.A_20","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","PH_LOW","6.6",1648,"1648b"
"NM-2112.A_20","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","PH_HIGH","8.8",1648,"1648a"
"NM-2112.A_20","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","DO_WQC","6",985,"985"
"NM-2112.A_20","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7129","SC_WQC","300",1815,"1815"
"NM-2112.B_00","HQColdWAL","RESERVOIR",,,"21b","9764","TEMP_4T3","20",999920,"999920"
"NM-2112.B_00","HQColdWAL","RESERVOIR",,,"21b","9764","TEMP_WQC","23",2849,"2849"
"NM-2112.B_00","HQColdWAL","RESERVOIR",,,"21b","9764","PH_LOW","6.6",1648,"1648b"
"NM-2112.B_00","HQColdWAL","RESERVOIR",,,"21b","9764","PH_HIGH","8.8",1648,"1648a"
"NM-2112.B_00","HQColdWAL","RESERVOIR",,,"21b","9764","DO_WQC","6",985,"985"
"NM-2112.B_00","HQColdWAL","RESERVOIR",,,"21b","9764","SC_WQC","300",1815,"1815"
"NM-2113_00","ColdWAL","RIVER","Moderate","Flat-Moderate","22g","5700","TEMP_WQC","31",2849,"2849"
"NM-2113_00","ColdWAL","RIVER","Moderate","Flat-Moderate","22g","5700","PH_LOW","6.6",1648,"1648b"
"NM-2113_00","ColdWAL","RIVER","Moderate","Flat-Moderate","22g","5700","PH_HIGH","8.8",1648,"1648a"
"NM-2113_00","ColdWAL","RIVER","Moderate","Flat-Moderate","22g","5700","DO_WQC","6",985,"985"
"NM-2113_01","ColdWAL","RIVER","Moderate","Flat-Moderate","22h","6070","TEMP_WQC","31",2849,"2849"
"NM-2113_01","ColdWAL","RIVER","Moderate","Flat-Moderate","22h","6070","PH_LOW","6.6",1648,"1648b"
"NM-2113_01","ColdWAL","RIVER","Moderate","Flat-Moderate","22h","6070","PH_HIGH","8.8",1648,"1648a"
"NM-2113_01","ColdWAL","RIVER","Moderate","Flat-Moderate","22h","6070","DO_WQC","6",985,"985"
"NM-2113_10","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6210","TEMP_WQC","31",2849,"2849"
"NM-2113_10","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6210","PH_LOW","6.6",1648,"1648b"
"NM-2113_10","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6210","PH_HIGH","8.8",1648,"1648a"
"NM-2113_10","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6210","DO_WQC","6",985,"985"
"NM-2113_30","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6601","TEMP_WQC","31",2849,"2849"
"NM-2113_30","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6601","PH_LOW","6.6",1648,"1648b"
"NM-2113_30","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6601","PH_HIGH","8.8",1648,"1648a"
"NM-2113_30","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6601","DO_WQC","6",985,"985"
"NM-2113_40","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6191","TEMP_WQC","31",2849,"2849"
"NM-2113_40","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6191","PH_LOW","6.6",1648,"1648b"
"NM-2113_40","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6191","PH_HIGH","8.8",1648,"1648a"
"NM-2113_40","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6191","DO_WQC","6",985,"985"
"NM-2113_50","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22g","6004","TEMP_WQC","31",2849,"2849"
"NM-2113_50","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22g","6004","PH_LOW","6.6",1648,"1648b"
"NM-2113_50","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22g","6004","PH_HIGH","8.8",1648,"1648a"
"NM-2113_50","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22g","6004","DO_WQC","6",985,"985"
"NM-2114_00","ColdWAL","RESERVOIR",,,"22h","6115","TEMP_WQC","25",2849,"2849"
"NM-2114_00","ColdWAL","RESERVOIR",,,"22h","6115","PH_LOW","6.6",1648,"1648b"
"NM-2114_00","ColdWAL","RESERVOIR",,,"22h","6115","PH_HIGH","8.8",1648,"1648a"
"NM-2114_00","ColdWAL","RESERVOIR",,,"22h","6115","DO_WQC","6",985,"985"
"NM-2115_00","ColdWAL","RIVER","Moderate","Flat-Moderate","21d","6325","TEMP_WQC","26",2849,"2849"
"NM-2115_00","ColdWAL","RIVER","Moderate","Flat-Moderate","21d","6325","PH_LOW","6.6",1648,"1648b"
"NM-2115_00","ColdWAL","RIVER","Moderate","Flat-Moderate","21d","6325","PH_HIGH","8.8",1648,"1648a"
"NM-2115_00","ColdWAL","RIVER","Moderate","Flat-Moderate","21d","6325","DO_WQC","6",985,"985"
"NM-2115_10","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6430","TEMP_WQC","26",2849,"2849"
"NM-2115_10","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6430","PH_LOW","6.6",1648,"1648b"
"NM-2115_10","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6430","PH_HIGH","8.8",1648,"1648a"
"NM-2115_10","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6430","DO_WQC","6",985,"985"
"NM-2115_20","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6490","TEMP_WQC","26",2849,"2849"
"NM-2115_20","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6490","PH_LOW","6.6",1648,"1648b"
"NM-2115_20","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6490","PH_HIGH","8.8",1648,"1648a"
"NM-2115_20","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6490","DO_WQC","6",985,"985"
"NM-2116.A_000","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","TEMP_4T3","20",999920,"999920"
"NM-2116.A_000","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","TEMP_WQC","23",2849,"2849"
"NM-2116.A_000","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_000","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_000","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","DO_WQC","6",985,"985"
"NM-2116.A_000","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7106","SC_WQC","500",1815,"1815"
"NM-2116.A_001","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","TEMP_4T3","20",999920,"999920"
"NM-2116.A_001","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","TEMP_WQC","23",2849,"2849"
"NM-2116.A_001","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_001","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_001","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","DO_WQC","6",985,"985"
"NM-2116.A_001","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7638","SC_WQC","500",1815,"1815"
"NM-2116.A_002","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","TEMP_4T3","20",999920,"999920"
"NM-2116.A_002","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","TEMP_WQC","23",2849,"2849"
"NM-2116.A_002","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_002","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_002","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","DO_WQC","6",985,"985"
"NM-2116.A_002","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7920","SC_WQC","500",1815,"1815"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","TEMP_4T3","20",999920,"999920"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","TEMP_WQC","23",2849,"2849"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","DO_WQC","6",985,"985"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","SC_WQC","500",1815,"1815"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","TEMP_4T3","20",999920,"999920"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","TEMP_WQC","23",2849,"2849"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","DO_WQC","6",985,"985"
"NM-2116.A_003","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6949","SC_WQC","500",1815,"1815"
"NM-2116.A_010","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","TEMP_4T3","20",999920,"999920"
"NM-2116.A_010","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","TEMP_WQC","23",2849,"2849"
"NM-2116.A_010","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_010","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_010","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","DO_WQC","6",985,"985"
"NM-2116.A_010","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","22h","6299","SC_WQC","500",1815,"1815"
"NM-2116.A_011","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","TEMP_4T3","20",999920,"999920"
"NM-2116.A_011","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","TEMP_WQC","23",2849,"2849"
"NM-2116.A_011","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_011","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_011","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","DO_WQC","6",985,"985"
"NM-2116.A_011","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","6644","SC_WQC","500",1815,"1815"
"NM-2116.A_020","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","TEMP_4T3","20",999920,"999920"
"NM-2116.A_020","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","TEMP_WQC","23",2849,"2849"
"NM-2116.A_020","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_020","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_020","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","DO_WQC","6",985,"985"
"NM-2116.A_020","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8248","SC_WQC","500",1815,"1815"
"NM-2116.A_021","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","TEMP_4T3","20",999920,"999920"
"NM-2116.A_021","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","TEMP_WQC","23",2849,"2849"
"NM-2116.A_021","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_021","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_021","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","DO_WQC","6",985,"985"
"NM-2116.A_021","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7959","SC_WQC","500",1815,"1815"
"NM-2116.A_022","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","TEMP_4T3","20",999920,"999920"
"NM-2116.A_022","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","TEMP_WQC","23",2849,"2849"
"NM-2116.A_022","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_022","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_022","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","DO_WQC","6",985,"985"
"NM-2116.A_022","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7113","SC_WQC","500",1815,"1815"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","TEMP_4T3","20",999920,"999920"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","TEMP_WQC","23",2849,"2849"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","DO_WQC","6",985,"985"
"NM-2116.A_023","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8058","SC_WQC","500",1815,"1815"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","TEMP_4T3","20",999920,"999920"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","TEMP_WQC","23",2849,"2849"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","DO_WQC","6",985,"985"
"NM-2116.A_025","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21f","8898","SC_WQC","500",1815,"1815"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","TEMP_4T3","20",999920,"999920"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","TEMP_WQC","23",2849,"2849"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","DO_WQC","6",985,"985"
"NM-2116.A_030","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","22h","6339","SC_WQC","500",1815,"1815"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","TEMP_4T3","20",999920,"999920"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","TEMP_WQC","23",2849,"2849"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","DO_WQC","6",985,"985"
"NM-2116.A_040","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7933","SC_WQC","500",1815,"1815"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","TEMP_4T3","20",999920,"999920"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","TEMP_WQC","23",2849,"2849"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","DO_WQC","6",985,"985"
"NM-2116.A_041","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8018","SC_WQC","500",1815,"1815"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","TEMP_4T3","20",999920,"999920"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","TEMP_WQC","23",2849,"2849"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","DO_WQC","6",985,"985"
"NM-2116.A_042","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8025","SC_WQC","500",1815,"1815"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","TEMP_4T3","20",999920,"999920"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","TEMP_WQC","23",2849,"2849"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","DO_WQC","6",985,"985"
"NM-2116.A_043","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","7723","SC_WQC","500",1815,"1815"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","TEMP_4T3","20",999920,"999920"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","TEMP_WQC","23",2849,"2849"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","DO_WQC","6",985,"985"
"NM-2116.A_060","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","6883","SC_WQC","500",1815,"1815"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","TEMP_4T3","20",999920,"999920"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","TEMP_WQC","23",2849,"2849"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","DO_WQC","6",985,"985"
"NM-2116.A_070","HQColdWAL","STREAM, PERENNIAL","Flat","Flat-Moderate","21d","7146","SC_WQC","500",1815,"1815"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","TEMP_4T3","20",999920,"999920"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","TEMP_WQC","23",2849,"2849"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","PH_LOW","6.6",1648,"1648b"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","PH_HIGH","8.8",1648,"1648a"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","DO_WQC","6",985,"985"
"NM-2116.A_072","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21f","8425","SC_WQC","500",1815,"1815"
"NM-2116.A_080","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","TEMP_4T3","20",999920,"999920"
"NM-2116.A_080","HQColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","21d","7349","TEMP_WQC","23",2849,"2849"
