"WATER_ID","DU","Waterbody","TN_SITE_CLASS","TP_SITE_CLASS","ECOREGION","ELEVATION","Criteria_Name","Criteria_Value","CHR_UID","CHR_UID_Unique"
"NM-2801_01","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5479","PH_LOW","6.6",1648,"1648b"
"NM-2801_01","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5479","PH_HIGH","8.8",1648,"1648a"
"NM-2801_01","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5479","DO_WQC","6",985,"985"
"NM-2801_10","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23b","5774","TEMP_6T3","20",999921,"999921"
"NM-2801_10","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23b","5774","TEMP_WQC","24",2849,"2849"
"NM-2801_10","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23b","5774","PH_LOW","6.6",1648,"1648b"
"NM-2801_10","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23b","5774","PH_HIGH","8.8",1648,"1648a"
"NM-2801_10","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23b","5774","DO_WQC","6",985,"985"
"NM-2801_20","CoolWAL","STREAM, PERENNIAL","Steep","Steep","23a","4521","TEMP_WQC","29",2849,"2849"
"NM-2801_20","CoolWAL","STREAM, PERENNIAL","Steep","Steep","23a","4521","PH_LOW","6.6",1648,"1648b"
"NM-2801_20","CoolWAL","STREAM, PERENNIAL","Steep","Steep","23a","4521","PH_HIGH","9",1648,"1648a"
"NM-2801_20","CoolWAL","STREAM, PERENNIAL","Steep","Steep","23a","4521","DO_WQC","5",985,"985"
"NM-2801_40","MWWAL","STREAM, INTERMITTENT","Steep","Steep","23b","6201","TEMP_WQC","32.2",2849,"2849"
"NM-2801_40","MWWAL","STREAM, INTERMITTENT","Steep","Steep","23b","6201","PH_LOW","6.6",1648,"1648b"
"NM-2801_40","MWWAL","STREAM, INTERMITTENT","Steep","Steep","23b","6201","PH_HIGH","9",1648,"1648a"
"NM-2801_40","MWWAL","STREAM, INTERMITTENT","Steep","Steep","23b","6201","DO_WQC","5",985,"985"
"NM-2801_41","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5144","TEMP_6T3","20",999921,"999921"
"NM-2801_41","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5144","TEMP_WQC","24",2849,"2849"
"NM-2801_41","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5144","PH_LOW","6.6",1648,"1648b"
"NM-2801_41","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5144","PH_HIGH","8.8",1648,"1648a"
"NM-2801_41","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5144","DO_WQC","6",985,"985"
"NM-2801_42","ColdWAL","STREAM, PERENNIAL","Steep","Steep","23f","6942","TEMP_6T3","20",999921,"999921"
"NM-2801_42","ColdWAL","STREAM, PERENNIAL","Steep","Steep","23f","6942","TEMP_WQC","24",2849,"2849"
"NM-2801_42","ColdWAL","STREAM, PERENNIAL","Steep","Steep","23f","6942","PH_LOW","6.6",1648,"1648b"
"NM-2801_42","ColdWAL","STREAM, PERENNIAL","Steep","Steep","23f","6942","PH_HIGH","8.8",1648,"1648a"
"NM-2801_42","ColdWAL","STREAM, PERENNIAL","Steep","Steep","23f","6942","DO_WQC","6",985,"985"
"NM-2801_43","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5604","TEMP_6T3","20",999921,"999921"
"NM-2801_43","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5604","TEMP_WQC","24",2849,"2849"
"NM-2801_43","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5604","PH_LOW","6.6",1648,"1648b"
"NM-2801_43","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5604","PH_HIGH","8.8",1648,"1648a"
"NM-2801_43","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5604","DO_WQC","6",985,"985"
"NM-2801_44","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5486","TEMP_6T3","20",999921,"999921"
"NM-2801_44","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5486","TEMP_WQC","24",2849,"2849"
"NM-2801_44","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5486","PH_LOW","6.6",1648,"1648b"
"NM-2801_44","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5486","PH_HIGH","8.8",1648,"1648a"
"NM-2801_44","ColdWAL","STREAM, PERENNIAL","Moderate","Steep","23a","5486","DO_WQC","6",985,"985"
"NM-2802_00","HQColdWAL","STREAM, PERENNIAL",,,"24a","4514","TEMP_4T3","20",999920,"999920"
"NM-2802_00","HQColdWAL","STREAM, PERENNIAL",,,"24a","4514","TEMP_WQC","23",2849,"2849"
"NM-2802_00","HQColdWAL","STREAM, PERENNIAL",,,"24a","4514","PH_LOW","6.6",1648,"1648b"
"NM-2802_00","HQColdWAL","STREAM, PERENNIAL",,,"24a","4514","PH_HIGH","8.8",1648,"1648a"
"NM-2802_00","HQColdWAL","STREAM, PERENNIAL",,,"24a","4514","DO_WQC","6",985,"985"
"NM-2802_00","HQColdWAL","STREAM, PERENNIAL",,,"24a","4514","SC_WQC","500",1815,"1815"
"NM-2802_01","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23b","6358","TEMP_4T3","20",999920,"999920"
"NM-2802_01","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23b","6358","TEMP_WQC","23",2849,"2849"
"NM-2802_01","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23b","6358","PH_LOW","6.6",1648,"1648b"
"NM-2802_01","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23b","6358","PH_HIGH","8.8",1648,"1648a"
"NM-2802_01","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23b","6358","DO_WQC","6",985,"985"
"NM-2802_01","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23b","6358","SC_WQC","500",1815,"1815"
"NM-2805_00","MWWAL","STREAM, INTERMITTENT",,,"23f","7697","TEMP_WQC","32.2",2849,"2849"
"NM-2805_00","MWWAL","STREAM, INTERMITTENT",,,"23f","7697","PH_LOW","6.6",1648,"1648b"
"NM-2805_00","MWWAL","STREAM, INTERMITTENT",,,"23f","7697","PH_HIGH","9",1648,"1648a"
"NM-2805_00","MWWAL","STREAM, INTERMITTENT",,,"23f","7697","DO_WQC","5",985,"985"
"NM-2805_01","MWWAL","STREAM, INTERMITTENT",,,"23f","7710","TEMP_WQC","29",2849,"2849"
"NM-2805_01","MWWAL","STREAM, INTERMITTENT",,,"23f","7710","PH_LOW","6.6",1648,"1648b"
"NM-2805_01","MWWAL","STREAM, INTERMITTENT",,,"23f","7710","PH_HIGH","9",1648,"1648a"
"NM-2805_01","MWWAL","STREAM, INTERMITTENT",,,"23f","7710","DO_WQC","6",985,"985"
"NM-2805_02","MCWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","7822","TEMP_6T3","25",999921,"999921"
"NM-2805_02","MCWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","7822","TEMP_WQC","29",2849,"2849"
"NM-2805_02","MCWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","7822","PH_LOW","6.6",1648,"1648b"
"NM-2805_02","MCWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","7822","PH_HIGH","9",1648,"1648a"
"NM-2805_02","MCWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","7822","DO_WQC","6",985,"985"
"NM-9000.B_113","WWAL","LAKE, PLAYA",,,"24a","4012","TEMP_WQC","32.2",2849,"2849"
"NM-9000.B_113","WWAL","LAKE, PLAYA",,,"24a","4012","PH_LOW","6.6",1648,"1648b"
"NM-9000.B_113","WWAL","LAKE, PLAYA",,,"24a","4012","PH_HIGH","9",1648,"1648a"
"NM-9000.B_113","WWAL","LAKE, PLAYA",,,"24a","4012","DO_WQC","5",985,"985"
"NM-98.A_007","MWWAL","STREAM, INTERMITTENT",,,"23f","7267","TEMP_WQC","32.2",2849,"2849"
"NM-98.A_007","MWWAL","STREAM, INTERMITTENT",,,"23f","7267","PH_LOW","6.6",1648,"1648b"
"NM-98.A_007","MWWAL","STREAM, INTERMITTENT",,,"23f","7267","PH_HIGH","9",1648,"1648a"
"NM-98.A_007","MWWAL","STREAM, INTERMITTENT",,,"23f","7267","DO_WQC","5",985,"985"
"NM-98.A_008","MWWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","23f","6805","TEMP_WQC","32.2",2849,"2849"
"NM-98.A_008","MWWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","23f","6805","PH_LOW","6.6",1648,"1648b"
"NM-98.A_008","MWWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","23f","6805","PH_HIGH","9",1648,"1648a"
"NM-98.A_008","MWWAL","STREAM, INTERMITTENT","Moderate","Flat-Moderate","23f","6805","DO_WQC","5",985,"985"
"NM-98.A_017","MWWAL","STREAM, INTERMITTENT","Steep","Steep","23f","7323","TEMP_WQC","32.2",2849,"2849"
"NM-98.A_017","MWWAL","STREAM, INTERMITTENT","Steep","Steep","23f","7323","PH_LOW","6.6",1648,"1648b"
"NM-98.A_017","MWWAL","STREAM, INTERMITTENT","Steep","Steep","23f","7323","PH_HIGH","9",1648,"1648a"
"NM-98.A_017","MWWAL","STREAM, INTERMITTENT","Steep","Steep","23f","7323","DO_WQC","5",985,"985"
"NM-2206.A_10","IRR","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","4797","TDS_WQC","14000",988,"988"
"NM-2206.A_10","IRR","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","4797","SO4_WQC","3000",1827,"1827"
"NM-2206.A_10","IRR","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","4797","CHL_WQC","6000",773,"773"
"NM-2206.A_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","4797","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2206.A_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","4797","ECOLI_SINGLE","410",2287,"2287b"
"NM-2206.A_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","4797","PH_LOW","6.6",1648,"1648b"
"NM-2206.A_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","4797","PH_HIGH","9",1648,"1648a"
"NM-2208_00","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","5243","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2208_00","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","5243","ECOLI_SINGLE","410",2287,"2287b"
"NM-2208_00","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","5243","PH_LOW","6.6",1648,"1648b"
"NM-2208_00","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","5243","PH_HIGH","8.8",1648,"1648a"
"NM-2208_01","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","7407","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2208_01","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","7407","ECOLI_SINGLE","410",2287,"2287b"
"NM-2208_01","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","7407","PH_LOW","6.6",1648,"1648b"
"NM-2208_01","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","7407","PH_HIGH","8.8",1648,"1648a"
"NM-2208_02","SC","STREAM, EPHEMERAL",,,"23b","5951","ECOLI_GEOMEAN","548",2287,"2287a"
"NM-2208_02","SC","STREAM, EPHEMERAL",,,"23b","5951","ECOLI_SINGLE","2507",2287,"2287b"
"NM-2208_03","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","8123","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2208_03","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","8123","ECOLI_SINGLE","410",2287,"2287b"
"NM-2208_03","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","8123","PH_LOW","6.6",1648,"1648b"
"NM-2208_03","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23f","8123","PH_HIGH","8.8",1648,"1648a"
"NM-2208_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","5223","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2208_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","5223","ECOLI_SINGLE","410",2287,"2287b"
"NM-2208_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","5223","PH_LOW","6.6",1648,"1648b"
"NM-2208_10","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","26q","5223","PH_HIGH","8.8",1648,"1648a"
"NM-2208_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23b","5696","ECOLI_GEOMEAN","126",2287,"2287a"
"NM-2208_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23b","5696","ECOLI_SINGLE","410",2287,"2287b"
"NM-2208_20","PC","STREAM, PERENNIAL","Moderate","Flat-Moderate","23b","5696","PH_LOW","6.6",1648,"1648b"
