"WATER_ID","DU","Waterbody","TN_SITE_CLASS","TP_SITE_CLASS","ECOREGION","ELEVATION","Criteria_Name","Criteria_Value","CHR_UID","CHR_UID_Unique"
"NM-2209.A_24","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23g","9793","TEMP_4T3","20",999920,"999920"
"NM-2209.A_24","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23g","9793","TEMP_WQC","23",2849,"2849"
"NM-2209.A_24","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23g","9793","PH_LOW","6.6",1648,"1648b"
"NM-2209.A_24","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23g","9793","PH_HIGH","8.8",1648,"1648a"
"NM-2209.A_24","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23g","9793","DO_WQC","6",985,"985"
"NM-2209.A_24","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23g","9793","SC_WQC","600",1815,"1815"
"NM-2209.A_24","HQColdWAL","STREAM, PERENNIAL","Steep","Steep","23g","9793","TP_WQC","0.1",1674,"1674"
"NM-2209.B_20","HQColdWAL","RESERVOIR",,,"23f","6883","TEMP_4T3","20",999920,"999920"
"NM-2209.B_20","HQColdWAL","RESERVOIR",,,"23f","6883","TEMP_WQC","23",2849,"2849"
"NM-2209.B_20","HQColdWAL","RESERVOIR",,,"23f","6883","PH_LOW","6.6",1648,"1648b"
"NM-2209.B_20","HQColdWAL","RESERVOIR",,,"23f","6883","PH_HIGH","8.8",1648,"1648a"
"NM-2209.B_20","HQColdWAL","RESERVOIR",,,"23f","6883","DO_WQC","6",985,"985"
"NM-2209.B_20","HQColdWAL","RESERVOIR",,,"23f","6883","SC_WQC","600",1815,"1815"
"NM-2209.B_20","HQColdWAL","RESERVOIR",,,"23f","6883","TP_WQC","0.1",1674,"1674"
"NM-2209.B_30","MWWAL","RESERVOIR",,,"23f","7274","TEMP_WQC","32.2",2849,"2849"
"NM-2209.B_30","MWWAL","RESERVOIR",,,"23f","7274","PH_LOW","6.6",1648,"1648b"
"NM-2209.B_30","MWWAL","RESERVOIR",,,"23f","7274","PH_HIGH","9",1648,"1648a"
"NM-2209.B_30","MWWAL","RESERVOIR",,,"23f","7274","DO_WQC","5",985,"985"
"NM-2801_00","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","24a","4487","TEMP_WQC","32.2",2849,"2849"
"NM-2801_00","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","24a","4487","PH_LOW","6.6",1648,"1648b"
"NM-2801_00","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","24a","4487","PH_HIGH","9",1648,"1648a"
"NM-2801_00","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","24a","4487","DO_WQC","5",985,"985"
"NM-2801_01","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5479","TEMP_6T3","20",999921,"999921"
"NM-2801_01","ColdWAL","STREAM, PERENNIAL","Moderate","Flat-Moderate","23a","5479","TEMP_WQC","24",2849,"2849"
