"WATER_ID","WATER_NAME","PROJECT_NAME","STATION","STATION_NAME","SAMPLING_EVENT_TYPE","DATE","TIME","ACTIVITY_TYPE","SAMPLE_TYPE","FLT_10UG","SAMPLE_FRACTION","CHR_UID","CHARACTERISTIC_NAME","MEASUREMENT","MEASUREMENT_num","UNITS","LESS_THAN_YN","ASSESSABILITY_QUALIFIER_CODE","ACT_START_DATE","ACT_END_DATE"
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-07-17,"08:05","Sample-Integrated Vertical Profile","Surface Water","N","Total","957","Dimethyl phthalate","0.26",0.26,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-07-17,"08:05","Sample-Integrated Vertical Profile","Surface Water","N","Total","988","Total dissolved solids","142",142,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1215","Lead","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1249","Manganese","0.001",0.001,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1266001","Mercury","0.0002",0.0002,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Total","1266002","Mercury","0.0002",0.0002,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1354001","Molybdenum","0.001",0.001,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1395","Nickel","0.01",0.01,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Total","1416","Total Kjeldahl nitrogen (Organic N & NH3)","0.33",0.33,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Total","1418","Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N","0.05",0.05,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Total","1674","Phosphorus as P","0.029",0.029,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1783001","Selenium","0.005",0.005,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Total","1783002","Selenium","0.005",0.005,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1793","Silver","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1883","Thallium","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1987","Vanadium","0.002",0.002,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","2005","Zinc","0.01",0.01,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Field Msr/Obs","Surface Water","N",,"2245","Depth, bottom","26",26,"m","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Field Msr/Obs","Surface Water","N",,"2248","Depth, Secchi disk depth","1.25",1.25,"m","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Total","2287","Escherichia coli","1",1,"MPN100mL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Total","2414","Nitrogen, ammonia as N","0.05",0.05,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","4528","Total Hardness","72",72,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","549001","Aluminum","0.01",0.01,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Total","549002","Aluminum","0.66",0.66,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","570","Antimony","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","591","Arsenic","0.001",0.001,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","611","Barium","0.034",0.034,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","657","Beryllium","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","695","Boron","0.05",0.05,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","725","Cadmium","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","809","Chromium","0.02",0.02,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","827","Cobalt","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","832","Copper","0.01",0.01,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-08-08,"09:24","Sample-Integrated Vertical Profile","Surface Water","N","Total","988","Total dissolved solids","146",146,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1215","Lead","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1249","Manganese","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1266001","Mercury","0.0002",0.0002,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Total","1266002","Mercury","0.0002",0.0002,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1354001","Molybdenum","0.001",0.001,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1395","Nickel","0.01",0.01,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Total","1416","Total Kjeldahl nitrogen (Organic N & NH3)","0.24",0.24,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Total","1418","Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N","0.06",0.06,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Total","1674","Phosphorus as P","0.04",0.04,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1783001","Selenium","0.005",0.005,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Total","1783002","Selenium","0.005",0.005,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1793","Silver","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1883","Thallium","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1987","Vanadium","0.002",0.002,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","2005","Zinc","0.01",0.01,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Field Msr/Obs","Surface Water","N",,"2245","Depth, bottom","25",25,"m","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Field Msr/Obs","Surface Water","N",,"2248","Depth, Secchi disk depth","0.8",0.8,"m","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Total","2287","Escherichia coli","1",1,"MPN100mL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Total","2414","Nitrogen, ammonia as N","0.05",0.05,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","4528","Total Hardness","79",79,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","549001","Aluminum","0.01",0.01,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Total","549002","Aluminum","0.89",0.89,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","570","Antimony","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","591","Arsenic","0.001",0.001,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","611","Barium","0.036",0.036,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","657","Beryllium","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","695","Boron","0.05",0.05,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","725","Cadmium","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","809","Chromium","0.02",0.02,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","827","Cobalt","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","832","Copper","0.01",0.01,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLDpDam","HERON LAKE DEEP DAM - 29HeronLDpDam","LAKE-CHEMICAL",2024-09-17,"10:32","Sample-Integrated Vertical Profile","Surface Water","N","Total","988","Total dissolved solids","144",144,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1064","Fluoranthene","0.28",0.28,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1066","Fluorene","0.36",0.36,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1115","Hexachlorobenzene","0.23",0.23,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1118","Hexachlorobutadiene","0.27",0.27,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1121","Hexachlorocyclopentadiene","0.32",0.32,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1123","Hexachloroethane","0.2",0.2,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1173","Indeno[1,2,3-cd]pyrene","0.41",0.41,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1199","Isophorone","0.43",0.43,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1215","Lead","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1249","Manganese","0.003",0.003,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1263","m-Dichlorobenzene","0.54",0.54,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1266001","Mercury","0.0002",0.0002,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1266002","Mercury","0.0002",0.0002,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1354001","Molybdenum","0.001",0.001,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Dissolved","1395","Nickel","0.01",0.01,"mgL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1403","Nitrobenzene","0.27",0.27,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1416","Total Kjeldahl nitrogen (Organic N & NH3)","0.29",0.29,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1418","Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N","0.09",0.09,"mgL","N",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1427","N-Nitrosodimethylamine","0.36",0.36,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1429","N-Nitrosodi-n-propylamine","0.4",0.4,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1430","N-Nitrosodiphenylamine","0.31",0.31,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1467","o-Chlorophenol","0.32",0.32,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1479","o-Dichlorobenzene","0.47",0.47,"ugL","Y",,,
"NM-2117_10","Heron Reservoir","Rio Chama Survey 2023-2024","29HeronLakeSH","HERON LAKE SHALLOW - 29HeronLakeSH","LAKE-CHEMICAL",2024-05-14,"12:56","Sample-Integrated Vertical Profile","Surface Water","N","Total","1623","p-Dichlorobenzene","0.56",0.56,"ugL","Y",,,
