"CHR_UID","CHR_NAME","FRACTION","DU","Waterbody","PERSISTENT","HD_METAL","TOXIC","TURBAP","UNITS","Criteria_Type","Magnitude_Numeric"
"1105","Heptachlor epoxide",,"ColdWAL",,,"N","Y","N","ugL","HH",0.00032
"1105","Heptachlor epoxide",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1105","Heptachlor epoxide",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1105","Heptachlor epoxide",,"CoolWAL",,,"N","Y","N","ugL","HH",0.00032
"1105","Heptachlor epoxide",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1105","Heptachlor epoxide",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1105","Heptachlor epoxide",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.00032
"1105","Heptachlor epoxide",,"LAL",,,"N","Y","N","ugL","ACUTE",0.52
"1105","Heptachlor epoxide",,"MCWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1105","Heptachlor epoxide",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1105","Heptachlor epoxide",,"MCWAL",,,"N","Y","N","ugL","HH",0.00032
"1105","Heptachlor epoxide",,"MWWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1105","Heptachlor epoxide",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1105","Heptachlor epoxide",,"MWWAL",,,"N","Y","N","ugL","HH",0.00032
"1105","Heptachlor epoxide",,"WWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1105","Heptachlor epoxide",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1105","Heptachlor epoxide",,"WWAL",,,"N","Y","N","ugL","HH",0.00032
"1115","Hexachlorobenzene",,"ColdWAL",,"Y","N","Y","N","ugL","HH",0.00079
"1115","Hexachlorobenzene",,"CoolWAL",,"Y","N","Y","N","ugL","HH",0.00079
"1115","Hexachlorobenzene",,"HQColdWAL",,"Y","N","Y","N","ugL","HH",0.00079
"1115","Hexachlorobenzene",,"LAL",,"Y","N","Y","N","ugL","HH",0.00079
"1115","Hexachlorobenzene",,"MCWAL",,"Y","N","Y","N","ugL","HH",0.00079
"1115","Hexachlorobenzene",,"MWWAL",,"Y","N","Y","N","ugL","HH",0.00079
"1115","Hexachlorobenzene",,"WWAL",,"Y","N","Y","N","ugL","HH",0.00079
"1118","Hexachlorobutadiene",,"ColdWAL",,,"N","Y","N","ugL","HH",0.1
"1118","Hexachlorobutadiene",,"CoolWAL",,,"N","Y","N","ugL","HH",0.1
"1118","Hexachlorobutadiene",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.1
"1118","Hexachlorobutadiene",,"MCWAL",,,"N","Y","N","ugL","HH",0.1
"1118","Hexachlorobutadiene",,"MWWAL",,,"N","Y","N","ugL","HH",0.1
"1118","Hexachlorobutadiene",,"WWAL",,,"N","Y","N","ugL","HH",0.1
"34","Hexachlorocyclohexane (HCH)-Technical",,"ColdWAL",,,"N","Y","N","ugL","HH",0.1
"34","Hexachlorocyclohexane (HCH)-Technical",,"CoolWAL",,,"N","Y","N","ugL","HH",0.1
"34","Hexachlorocyclohexane (HCH)-Technical",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.1
"34","Hexachlorocyclohexane (HCH)-Technical",,"MCWAL",,,"N","Y","N","ugL","HH",0.1
"34","Hexachlorocyclohexane (HCH)-Technical",,"MWWAL",,,"N","Y","N","ugL","HH",0.1
"34","Hexachlorocyclohexane (HCH)-Technical",,"WWAL",,,"N","Y","N","ugL","HH",0.1
"1121","Hexachlorocyclopentadiene",,"ColdWAL",,,"N","Y","N","ugL","HH",4
"1121","Hexachlorocyclopentadiene",,"CoolWAL",,,"N","Y","N","ugL","HH",4
"1121","Hexachlorocyclopentadiene",,"HQColdWAL",,,"N","Y","N","ugL","HH",4
"1121","Hexachlorocyclopentadiene",,"MCWAL",,,"N","Y","N","ugL","HH",4
"1121","Hexachlorocyclopentadiene",,"MWWAL",,,"N","Y","N","ugL","HH",4
"1121","Hexachlorocyclopentadiene",,"WWAL",,,"N","Y","N","ugL","HH",4
"1123","Hexachloroethane",,"ColdWAL",,,"N","Y","N","ugL","HH",1
"1123","Hexachloroethane",,"CoolWAL",,,"N","Y","N","ugL","HH",1
"1123","Hexachloroethane",,"HQColdWAL",,,"N","Y","N","ugL","HH",1
"1123","Hexachloroethane",,"MCWAL",,,"N","Y","N","ugL","HH",1
"1123","Hexachloroethane",,"MWWAL",,,"N","Y","N","ugL","HH",1
"1123","Hexachloroethane",,"WWAL",,,"N","Y","N","ugL","HH",1
"1185","Iron",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",1000
"1185","Iron",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",1000
"1185","Iron",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",1000
"1185","Iron",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",1000
"1185","Iron",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",1000
"1185","Iron",,"WWAL",,,"N","Y","N","ugL","CHRONIC",1000
"1173","Indeno[1,2,3-cd]pyrene",,"ColdWAL",,,"N","Y","N","ugL","HH",0.013
"1173","Indeno[1,2,3-cd]pyrene",,"CoolWAL",,,"N","Y","N","ugL","HH",0.013
"1173","Indeno[1,2,3-cd]pyrene",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.013
"1173","Indeno[1,2,3-cd]pyrene",,"MCWAL",,,"N","Y","N","ugL","HH",0.013
"1173","Indeno[1,2,3-cd]pyrene",,"MWWAL",,,"N","Y","N","ugL","HH",0.013
"1173","Indeno[1,2,3-cd]pyrene",,"WWAL",,,"N","Y","N","ugL","HH",0.013
"1199","Isophorone",,"ColdWAL",,,"N","Y","N","ugL","HH",18000
"1199","Isophorone",,"CoolWAL",,,"N","Y","N","ugL","HH",18000
"1199","Isophorone",,"HQColdWAL",,,"N","Y","N","ugL","HH",18000
"1199","Isophorone",,"MCWAL",,,"N","Y","N","ugL","HH",18000
"1199","Isophorone",,"MWWAL",,,"N","Y","N","ugL","HH",18000
"1199","Isophorone",,"WWAL",,,"N","Y","N","ugL","HH",18000
"1215","Lead","Dissolved","ColdWAL",,,"Y","Y","N","mgL","ACUTE",0.0139
"1215","Lead","Dissolved","ColdWAL",,,"Y","Y","N","mgL","CHRONIC",0.000541
"1215","Lead","Dissolved","CoolWAL",,,"Y","Y","N","mgL","ACUTE",0.0139
"1215","Lead","Dissolved","CoolWAL",,,"Y","Y","N","mgL","CHRONIC",0.000541
"1215","Lead","Dissolved","HQColdWAL",,,"Y","Y","N","mgL","ACUTE",0.0139
"1215","Lead","Dissolved","HQColdWAL",,,"Y","Y","N","mgL","CHRONIC",0.000541
"1215","Lead","Dissolved","LAL",,,"Y","Y","N","mgL","ACUTE",0.0139
"1215","Lead","Dissolved","MCWAL",,,"Y","Y","N","mgL","ACUTE",0.0139
"1215","Lead","Dissolved","MCWAL",,,"Y","Y","N","mgL","CHRONIC",0.000541
"1215","Lead","Dissolved","MWWAL",,,"Y","Y","N","mgL","ACUTE",0.0139
"1215","Lead","Dissolved","MWWAL",,,"Y","Y","N","mgL","CHRONIC",0.000541
"1215","Lead","Dissolved","WWAL",,,"Y","Y","N","mgL","ACUTE",0.0139
"1215","Lead","Dissolved","WWAL",,,"Y","Y","N","mgL","CHRONIC",0.000541
"1235","Lindane",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",0.95
"1235","Lindane",,"ColdWAL",,,"N","Y","N","ugL","HH",4.4
"1235","Lindane",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",0.95
"1235","Lindane",,"CoolWAL",,,"N","Y","N","ugL","HH",4.4
"1235","Lindane",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",0.95
"1235","Lindane",,"HQColdWAL",,,"N","Y","N","ugL","HH",4.4
"1235","Lindane",,"LAL",,,"N","Y","N","ugL","ACUTE",0.95
"1235","Lindane",,"MCWAL",,,"N","Y","N","ugL","ACUTE",0.95
"1235","Lindane",,"MCWAL",,,"N","Y","N","ugL","HH",4.4
"1235","Lindane",,"MWWAL",,,"N","Y","N","ugL","ACUTE",0.95
"1235","Lindane",,"MWWAL",,,"N","Y","N","ugL","HH",4.4
"1235","Lindane",,"WWAL",,,"N","Y","N","ugL","ACUTE",0.95
"1235","Lindane",,"WWAL",,,"N","Y","N","ugL","HH",4.4
"1249","Manganese","Dissolved","ColdWAL",,,"Y","Y","N","mgL","ACUTE",1.881
"1249","Manganese","Dissolved","ColdWAL",,,"Y","Y","N","mgL","CHRONIC",1.04
"1249","Manganese","Dissolved","CoolWAL",,,"Y","Y","N","mgL","ACUTE",1.881
"1249","Manganese","Dissolved","CoolWAL",,,"Y","Y","N","mgL","CHRONIC",1.04
"1249","Manganese","Dissolved","HQColdWAL",,,"Y","Y","N","mgL","ACUTE",1.881
"1249","Manganese","Dissolved","HQColdWAL",,,"Y","Y","N","mgL","CHRONIC",1.04
"1249","Manganese","Dissolved","LAL",,,"Y","Y","N","mgL","ACUTE",1.881
"1249","Manganese","Dissolved","MCWAL",,,"Y","Y","N","mgL","ACUTE",1.881
"1249","Manganese","Dissolved","MCWAL",,,"Y","Y","N","mgL","CHRONIC",1.04
"1249","Manganese","Dissolved","MWWAL",,,"Y","Y","N","mgL","ACUTE",1.881
"1249","Manganese","Dissolved","MWWAL",,,"Y","Y","N","mgL","CHRONIC",1.04
"1249","Manganese","Dissolved","WWAL",,,"Y","Y","N","mgL","ACUTE",1.881
"1249","Manganese","Dissolved","WWAL",,,"Y","Y","N","mgL","CHRONIC",1.04
"1263","m-Dichlorobenzene",,"ColdWAL",,,"N","Y","N","ugL","HH",10
"1263","m-Dichlorobenzene",,"CoolWAL",,,"N","Y","N","ugL","HH",10
"1263","m-Dichlorobenzene",,"HQColdWAL",,,"N","Y","N","ugL","HH",10
"1263","m-Dichlorobenzene",,"MCWAL",,,"N","Y","N","ugL","HH",10
"1263","m-Dichlorobenzene",,"MWWAL",,,"N","Y","N","ugL","HH",10
"1263","m-Dichlorobenzene",,"WWAL",,,"N","Y","N","ugL","HH",10
"1623","1,4-Dichlorobenzene",,"ColdWAL",,,"N","Y","N","ugL","HH",900
"1623","1,4-Dichlorobenzene",,"CoolWAL",,,"N","Y","N","ugL","HH",900
"1623","1,4-Dichlorobenzene",,"HQColdWAL",,,"N","Y","N","ugL","HH",900
"1623","1,4-Dichlorobenzene",,"MCWAL",,,"N","Y","N","ugL","HH",900
"1623","1,4-Dichlorobenzene",,"MWWAL",,,"N","Y","N","ugL","HH",900
"1623","1,4-Dichlorobenzene",,"WWAL",,,"N","Y","N","ugL","HH",900
"1283","Methyl bromide",,"ColdWAL",,,"N","Y","N","ugL","HH",10000
"1283","Methyl bromide",,"CoolWAL",,,"N","Y","N","ugL","HH",10000
"1283","Methyl bromide",,"HQColdWAL",,,"N","Y","N","ugL","HH",10000
"1283","Methyl bromide",,"MCWAL",,,"N","Y","N","ugL","HH",10000
"1283","Methyl bromide",,"MWWAL",,,"N","Y","N","ugL","HH",10000
"1283","Methyl bromide",,"WWAL",,,"N","Y","N","ugL","HH",10000
"1619","3-Methyl-4-chlorophenol",,"ColdWAL",,,"N","Y","N","ugL","HH",2000
"1619","3-Methyl-4-chlorophenol",,"CoolWAL",,,"N","Y","N","ugL","HH",2000
"1619","3-Methyl-4-chlorophenol",,"HQColdWAL",,,"N","Y","N","ugL","HH",2000
"1619","3-Methyl-4-chlorophenol",,"MCWAL",,,"N","Y","N","ugL","HH",2000
"1619","3-Methyl-4-chlorophenol",,"MWWAL",,,"N","Y","N","ugL","HH",2000
"1619","3-Methyl-4-chlorophenol",,"WWAL",,,"N","Y","N","ugL","HH",2000
"1328","Methylene chloride",,"ColdWAL",,,"N","Y","N","ugL","HH",10000
"1328","Methylene chloride",,"CoolWAL",,,"N","Y","N","ugL","HH",10000
"1328","Methylene chloride",,"HQColdWAL",,,"N","Y","N","ugL","HH",10000
"1328","Methylene chloride",,"MCWAL",,,"N","Y","N","ugL","HH",10000
"1328","Methylene chloride",,"MWWAL",,,"N","Y","N","ugL","HH",10000
"1328","Methylene chloride",,"WWAL",,,"N","Y","N","ugL","HH",10000
"1395","Nickel","Dissolved","ColdWAL",,"Y","Y","Y","N","mgL","ACUTE",0.145
"1395","Nickel","Dissolved","ColdWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0161
"1395","Nickel","Dissolved","ColdWAL",,"Y","Y","Y","N","mgL","HH",4.6
"1395","Nickel","Dissolved","CoolWAL",,"Y","Y","Y","N","mgL","ACUTE",0.145
"1395","Nickel","Dissolved","CoolWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0161
"1395","Nickel","Dissolved","CoolWAL",,"Y","Y","Y","N","mgL","HH",4.6
"1395","Nickel","Dissolved","HQColdWAL",,"Y","Y","Y","N","mgL","ACUTE",0.145
"1395","Nickel","Dissolved","HQColdWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0161
"1395","Nickel","Dissolved","HQColdWAL",,"Y","Y","Y","N","mgL","HH",4.6
"1395","Nickel","Dissolved","LAL",,"Y","Y","Y","N","mgL","ACUTE",0.145
"1395","Nickel","Dissolved","MCWAL",,"Y","Y","Y","N","mgL","ACUTE",0.145
"1395","Nickel","Dissolved","MCWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0161
"1395","Nickel","Dissolved","MCWAL",,"Y","Y","Y","N","mgL","HH",4.6
"1395","Nickel","Dissolved","MWWAL",,"Y","Y","Y","N","mgL","ACUTE",0.145
"1395","Nickel","Dissolved","MWWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0161
"1395","Nickel","Dissolved","MWWAL",,"Y","Y","Y","N","mgL","HH",4.6
"1395","Nickel","Dissolved","WWAL",,"Y","Y","Y","N","mgL","ACUTE",0.145
"1395","Nickel","Dissolved","WWAL",,"Y","Y","Y","N","mgL","CHRONIC",0.0161
"1395","Nickel","Dissolved","WWAL",,"Y","Y","Y","N","mgL","HH",4.6
"1403","Nitrobenzene",,"ColdWAL",,,"N","Y","N","ugL","HH",600
"1403","Nitrobenzene",,"CoolWAL",,,"N","Y","N","ugL","HH",600
"1403","Nitrobenzene",,"HQColdWAL",,,"N","Y","N","ugL","HH",600
"1403","Nitrobenzene",,"MCWAL",,,"N","Y","N","ugL","HH",600
"1403","Nitrobenzene",,"MWWAL",,,"N","Y","N","ugL","HH",600
"1403","Nitrobenzene",,"WWAL",,,"N","Y","N","ugL","HH",600
"1427","N-Nitrosodimethylamine",,"ColdWAL",,,"N","Y","N","ugL","HH",30
"1427","N-Nitrosodimethylamine",,"CoolWAL",,,"N","Y","N","ugL","HH",30
"1427","N-Nitrosodimethylamine",,"HQColdWAL",,,"N","Y","N","ugL","HH",30
"1427","N-Nitrosodimethylamine",,"MCWAL",,,"N","Y","N","ugL","HH",30
"1427","N-Nitrosodimethylamine",,"MWWAL",,,"N","Y","N","ugL","HH",30
"1427","N-Nitrosodimethylamine",,"WWAL",,,"N","Y","N","ugL","HH",30
"1429","N-Nitrosodi-n-propylamine",,"ColdWAL",,,"N","Y","N","ugL","HH",5.1
"1429","N-Nitrosodi-n-propylamine",,"CoolWAL",,,"N","Y","N","ugL","HH",5.1
"1429","N-Nitrosodi-n-propylamine",,"HQColdWAL",,,"N","Y","N","ugL","HH",5.1
"1429","N-Nitrosodi-n-propylamine",,"MCWAL",,,"N","Y","N","ugL","HH",5.1
"1429","N-Nitrosodi-n-propylamine",,"MWWAL",,,"N","Y","N","ugL","HH",5.1
"1429","N-Nitrosodi-n-propylamine",,"WWAL",,,"N","Y","N","ugL","HH",5.1
"1430","N-Nitrosodiphenylamine",,"ColdWAL",,,"N","Y","N","ugL","HH",60
"1430","N-Nitrosodiphenylamine",,"CoolWAL",,,"N","Y","N","ugL","HH",60
"1430","N-Nitrosodiphenylamine",,"HQColdWAL",,,"N","Y","N","ugL","HH",60
"1430","N-Nitrosodiphenylamine",,"MCWAL",,,"N","Y","N","ugL","HH",60
"1430","N-Nitrosodiphenylamine",,"MWWAL",,,"N","Y","N","ugL","HH",60
"1430","N-Nitrosodiphenylamine",,"WWAL",,,"N","Y","N","ugL","HH",60
"1448","Nonylphenol",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",28
"1448","Nonylphenol",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",6.6
"1448","Nonylphenol",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",28
"1448","Nonylphenol",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",6.6
"1448","Nonylphenol",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",28
"1448","Nonylphenol",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",6.6
"1448","Nonylphenol",,"LAL",,,"N","Y","N","ugL","ACUTE",28
"1448","Nonylphenol",,"MCWAL",,,"N","Y","N","ugL","ACUTE",28
"1448","Nonylphenol",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",6.6
"1448","Nonylphenol",,"MWWAL",,,"N","Y","N","ugL","ACUTE",28
"1448","Nonylphenol",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",6.6
"1448","Nonylphenol",,"WWAL",,,"N","Y","N","ugL","ACUTE",28
"1448","Nonylphenol",,"WWAL",,,"N","Y","N","ugL","CHRONIC",6.6
"1467","o-Chlorophenol",,"ColdWAL",,,"N","Y","N","ugL","HH",800
"1467","o-Chlorophenol",,"CoolWAL",,,"N","Y","N","ugL","HH",800
"1467","o-Chlorophenol",,"HQColdWAL",,,"N","Y","N","ugL","HH",800
"1467","o-Chlorophenol",,"MCWAL",,,"N","Y","N","ugL","HH",800
"1467","o-Chlorophenol",,"MWWAL",,,"N","Y","N","ugL","HH",800
"1467","o-Chlorophenol",,"WWAL",,,"N","Y","N","ugL","HH",800
"1479","o-Dichlorobenzene",,"ColdWAL",,,"N","Y","N","ugL","HH",3000
"1479","o-Dichlorobenzene",,"CoolWAL",,,"N","Y","N","ugL","HH",3000
"1479","o-Dichlorobenzene",,"HQColdWAL",,,"N","Y","N","ugL","HH",3000
"1479","o-Dichlorobenzene",,"MCWAL",,,"N","Y","N","ugL","HH",3000
"1479","o-Dichlorobenzene",,"MWWAL",,,"N","Y","N","ugL","HH",3000
"1479","o-Dichlorobenzene",,"WWAL",,,"N","Y","N","ugL","HH",3000
"1518","p,p'-DDT",,"ColdWAL",,"Y","N","Y","N","ugL","ACUTE",1.1
"1518","p,p'-DDT",,"ColdWAL",,"Y","N","Y","N","ugL","CHRONIC",0.001
"1518","p,p'-DDT",,"ColdWAL",,"Y","N","Y","N","ugL","HH",0.0003
"1518","p,p'-DDT",,"CoolWAL",,"Y","N","Y","N","ugL","ACUTE",1.1
"1518","p,p'-DDT",,"CoolWAL",,"Y","N","Y","N","ugL","CHRONIC",0.001
"1518","p,p'-DDT",,"CoolWAL",,"Y","N","Y","N","ugL","HH",0.0003
"1518","p,p'-DDT",,"HQColdWAL",,"Y","N","Y","N","ugL","ACUTE",1.1
"1518","p,p'-DDT",,"HQColdWAL",,"Y","N","Y","N","ugL","CHRONIC",0.001
"1518","p,p'-DDT",,"HQColdWAL",,"Y","N","Y","N","ugL","HH",0.0003
"1518","p,p'-DDT",,"LAL",,"Y","N","Y","N","ugL","ACUTE",1.1
"1518","p,p'-DDT",,"LAL",,"Y","N","Y","N","ugL","HH",0.0003
"1518","p,p'-DDT",,"MCWAL",,"Y","N","Y","N","ugL","ACUTE",1.1
"1518","p,p'-DDT",,"MCWAL",,"Y","N","Y","N","ugL","CHRONIC",0.001
"1518","p,p'-DDT",,"MCWAL",,"Y","N","Y","N","ugL","HH",0.0003
"1518","p,p'-DDT",,"MWWAL",,"Y","N","Y","N","ugL","ACUTE",1.1
"1518","p,p'-DDT",,"MWWAL",,"Y","N","Y","N","ugL","CHRONIC",0.001
"1518","p,p'-DDT",,"MWWAL",,"Y","N","Y","N","ugL","HH",0.0003
"1518","p,p'-DDT",,"WWAL",,"Y","N","Y","N","ugL","ACUTE",1.1
"1518","p,p'-DDT",,"WWAL",,"Y","N","Y","N","ugL","CHRONIC",0.001
"1518","p,p'-DDT",,"WWAL",,"Y","N","Y","N","ugL","HH",0.0003
"1633","Pentachlorophenol",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",19
"1633","Pentachlorophenol",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",15
"1633","Pentachlorophenol",,"ColdWAL",,,"N","Y","N","ugL","HH",0.4
"1633","Pentachlorophenol",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",19
"1633","Pentachlorophenol",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",15
"1633","Pentachlorophenol",,"CoolWAL",,,"N","Y","N","ugL","HH",0.4
"1633","Pentachlorophenol",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",19
"1633","Pentachlorophenol",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",15
"1633","Pentachlorophenol",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.4
"1633","Pentachlorophenol",,"LAL",,,"N","Y","N","ugL","ACUTE",19
"1633","Pentachlorophenol",,"MCWAL",,,"N","Y","N","ugL","ACUTE",19
"1633","Pentachlorophenol",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",15
"1633","Pentachlorophenol",,"MCWAL",,,"N","Y","N","ugL","HH",0.4
"1633","Pentachlorophenol",,"MWWAL",,,"N","Y","N","ugL","ACUTE",19
"1633","Pentachlorophenol",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",15
"1633","Pentachlorophenol",,"MWWAL",,,"N","Y","N","ugL","HH",0.4
"1633","Pentachlorophenol",,"WWAL",,,"N","Y","N","ugL","ACUTE",19
"1633","Pentachlorophenol",,"WWAL",,,"N","Y","N","ugL","CHRONIC",15
"1633","Pentachlorophenol",,"WWAL",,,"N","Y","N","ugL","HH",0.4
"1654","Phenol",,"ColdWAL",,,"N","Y","N","ugL","HH",300000
"1654","Phenol",,"CoolWAL",,,"N","Y","N","ugL","HH",300000
"1654","Phenol",,"HQColdWAL",,,"N","Y","N","ugL","HH",300000
"1654","Phenol",,"MCWAL",,,"N","Y","N","ugL","HH",300000
"1654","Phenol",,"MWWAL",,,"N","Y","N","ugL","HH",300000
"1654","Phenol",,"WWAL",,,"N","Y","N","ugL","HH",300000
"1706","Polychlorinated biphenyls",,"ColdWAL",,"Y","N","Y","N","ugL","ACUTE",2
"1706","Polychlorinated biphenyls",,"ColdWAL",,"Y","N","Y","N","ugL","CHRONIC",0.014
"1706","Polychlorinated biphenyls",,"ColdWAL",,"Y","N","Y","N","ugL","HH",0.00064
"1706","Polychlorinated biphenyls",,"CoolWAL",,"Y","N","Y","N","ugL","ACUTE",2
"1706","Polychlorinated biphenyls",,"CoolWAL",,"Y","N","Y","N","ugL","CHRONIC",0.014
"1706","Polychlorinated biphenyls",,"CoolWAL",,"Y","N","Y","N","ugL","HH",0.00064
"1706","Polychlorinated biphenyls",,"HQColdWAL",,"Y","N","Y","N","ugL","ACUTE",2
"1706","Polychlorinated biphenyls",,"HQColdWAL",,"Y","N","Y","N","ugL","CHRONIC",0.014
"1706","Polychlorinated biphenyls",,"HQColdWAL",,"Y","N","Y","N","ugL","HH",0.00064
"1706","Polychlorinated biphenyls",,"LAL",,"Y","N","Y","N","ugL","ACUTE",2
"1706","Polychlorinated biphenyls",,"LAL",,"Y","N","Y","N","ugL","HH",0.00064
"1706","Polychlorinated biphenyls",,"MCWAL",,"Y","N","Y","N","ugL","ACUTE",2
"1706","Polychlorinated biphenyls",,"MCWAL",,"Y","N","Y","N","ugL","CHRONIC",0.014
"1706","Polychlorinated biphenyls",,"MCWAL",,"Y","N","Y","N","ugL","HH",0.00064
"1706","Polychlorinated biphenyls",,"MWWAL",,"Y","N","Y","N","ugL","ACUTE",2
"1706","Polychlorinated biphenyls",,"MWWAL",,"Y","N","Y","N","ugL","CHRONIC",0.014
"1706","Polychlorinated biphenyls",,"MWWAL",,"Y","N","Y","N","ugL","HH",0.00064
"1706","Polychlorinated biphenyls",,"WWAL",,"Y","N","Y","N","ugL","ACUTE",2
"1706","Polychlorinated biphenyls",,"WWAL",,"Y","N","Y","N","ugL","CHRONIC",0.014
"1706","Polychlorinated biphenyls",,"WWAL",,"Y","N","Y","N","ugL","HH",0.00064
"1744","Pyrene",,"ColdWAL",,,"N","Y","N","ugL","HH",30
"1744","Pyrene",,"CoolWAL",,,"N","Y","N","ugL","HH",30
"1744","Pyrene",,"HQColdWAL",,,"N","Y","N","ugL","HH",30
"1744","Pyrene",,"MCWAL",,,"N","Y","N","ugL","HH",30
"1744","Pyrene",,"MWWAL",,,"N","Y","N","ugL","HH",30
"1744","Pyrene",,"WWAL",,,"N","Y","N","ugL","HH",30
"1793","Silver",,"ColdWAL",,,"Y","Y","N","mgL","ACUTE",0.0003
"1793","Silver",,"LAL",,,"Y","Y","N","mgL","ACUTE",0.0003
"1793","Silver",,"CoolWAL",,,"Y","Y","N","mgL","ACUTE",0.0003
"1793","Silver",,"HQColdWAL",,,"Y","Y","N","mgL","ACUTE",0.0003
"1793","Silver",,"MCWAL",,,"Y","Y","N","mgL","ACUTE",0.0003
"1793","Silver",,"MWWAL",,,"Y","Y","N","mgL","ACUTE",0.0003
"1793","Silver",,"WWAL",,,"Y","Y","N","mgL","ACUTE",0.0003
"1869","Tetrachloroethylene",,"ColdWAL",,"Y","N","Y","N","ugL","HH",290
"1869","Tetrachloroethylene",,"CoolWAL",,"Y","N","Y","N","ugL","HH",290
"1869","Tetrachloroethylene",,"HQColdWAL",,"Y","N","Y","N","ugL","HH",290
"1869","Tetrachloroethylene",,"LAL",,"Y","N","Y","N","ugL","HH",290
"1869","Tetrachloroethylene",,"MCWAL",,"Y","N","Y","N","ugL","HH",290
"1869","Tetrachloroethylene",,"MWWAL",,"Y","N","Y","N","ugL","HH",290
"1869","Tetrachloroethylene",,"WWAL",,"Y","N","Y","N","ugL","HH",290
"1883","Thallium",,"ColdWAL",,"Y","N","Y","N","mgL","HH",0.00047
"1883","Thallium",,"CoolWAL",,"Y","N","Y","N","mgL","HH",0.00047
"1883","Thallium",,"HQColdWAL",,"Y","N","Y","N","mgL","HH",0.00047
"1883","Thallium",,"LAL",,"Y","N","Y","N","mgL","HH",0.00047
"1883","Thallium",,"MCWAL",,"Y","N","Y","N","mgL","HH",0.00047
"1883","Thallium",,"MWWAL",,"Y","N","Y","N","mgL","HH",0.00047
"1883","Thallium",,"WWAL",,"Y","N","Y","N","mgL","HH",0.00047
"1902","Toluene",,"ColdWAL",,,"N","Y","N","ugL","HH",520
"1902","Toluene",,"CoolWAL",,,"N","Y","N","ugL","HH",520
"1902","Toluene",,"HQColdWAL",,,"N","Y","N","ugL","HH",520
"1902","Toluene",,"MCWAL",,,"N","Y","N","ugL","HH",520
"1902","Toluene",,"MWWAL",,,"N","Y","N","ugL","HH",520
"1902","Toluene",,"WWAL",,,"N","Y","N","ugL","HH",520
"1912","Toxaphene",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",0.73
"1912","Toxaphene",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.0002
"1912","Toxaphene",,"ColdWAL",,,"N","Y","N","ugL","HH",0.0071
"1912","Toxaphene",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",0.73
"1912","Toxaphene",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.0002
"1912","Toxaphene",,"CoolWAL",,,"N","Y","N","ugL","HH",0.0071
"1912","Toxaphene",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",0.73
"1912","Toxaphene",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.0002
