"CHR_UID","CHR_NAME","FRACTION","DU","Waterbody","PERSISTENT","HD_METAL","TOXIC","TURBAP","UNITS","Criteria_Type","Magnitude_Numeric"
"725","Cadmium","Dissolved","MWWAL",,,"Y","Y","N","mgL","CHRONIC",0.000253
"725","Cadmium","Dissolved","WWAL",,,"Y","Y","N","mgL","ACUTE",0.00049
"725","Cadmium","Dissolved","WWAL",,,"Y","Y","N","mgL","CHRONIC",0.000253
"741","Carbon tetrachloride",,"ColdWAL",,,"N","Y","N","ugL","HH",50
"741","Carbon tetrachloride",,"CoolWAL",,,"N","Y","N","ugL","HH",50
"741","Carbon tetrachloride",,"HQColdWAL",,,"N","Y","N","ugL","HH",50
"741","Carbon tetrachloride",,"MCWAL",,,"N","Y","N","ugL","HH",50
"741","Carbon tetrachloride",,"MWWAL",,,"N","Y","N","ugL","HH",50
"741","Carbon tetrachloride",,"WWAL",,,"N","Y","N","ugL","HH",50
"767","Chlordane",,"ColdWAL",,"Y","N","Y","N","ugL","ACUTE",2.4
"767","Chlordane",,"ColdWAL",,"Y","N","Y","N","ugL","CHRONIC",0.0043
"767","Chlordane",,"ColdWAL",,"Y","N","Y","N","ugL","HH",0.0032
"767","Chlordane",,"CoolWAL",,"Y","N","Y","N","ugL","ACUTE",2.4
"767","Chlordane",,"CoolWAL",,"Y","N","Y","N","ugL","CHRONIC",0.0043
"767","Chlordane",,"CoolWAL",,"Y","N","Y","N","ugL","HH",0.0032
"767","Chlordane",,"HQColdWAL",,"Y","N","Y","N","ugL","ACUTE",2.4
"767","Chlordane",,"HQColdWAL",,"Y","N","Y","N","ugL","CHRONIC",0.0043
"767","Chlordane",,"HQColdWAL",,"Y","N","Y","N","ugL","HH",0.0032
"767","Chlordane",,"LAL",,"Y","N","Y","N","ugL","ACUTE",2.4
"767","Chlordane",,"LAL",,"Y","N","Y","N","ugL","HH",0.0032
"767","Chlordane",,"MCWAL",,"Y","N","Y","N","ugL","ACUTE",2.4
"767","Chlordane",,"MCWAL",,"Y","N","Y","N","ugL","CHRONIC",0.0043
"767","Chlordane",,"MCWAL",,"Y","N","Y","N","ugL","HH",0.0032
"767","Chlordane",,"MWWAL",,"Y","N","Y","N","ugL","ACUTE",2.4
"767","Chlordane",,"MWWAL",,"Y","N","Y","N","ugL","CHRONIC",0.0043
"767","Chlordane",,"MWWAL",,"Y","N","Y","N","ugL","HH",0.0032
"767","Chlordane",,"WWAL",,"Y","N","Y","N","ugL","ACUTE",2.4
"767","Chlordane",,"WWAL",,"Y","N","Y","N","ugL","CHRONIC",0.0043
"767","Chlordane",,"WWAL",,"Y","N","Y","N","ugL","HH",0.0032
"774","Chlorine",,"ColdWAL",,,"N","Y","N","mgL","ACUTE",0.019
"774","Chlorine",,"ColdWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"774","Chlorine",,"CoolWAL",,,"N","Y","N","mgL","ACUTE",0.019
"774","Chlorine",,"CoolWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"774","Chlorine",,"HQColdWAL",,,"N","Y","N","mgL","ACUTE",0.019
"774","Chlorine",,"HQColdWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"774","Chlorine",,"LAL",,,"N","Y","N","mgL","ACUTE",0.019
"774","Chlorine",,"MCWAL",,,"N","Y","N","mgL","ACUTE",0.019
"774","Chlorine",,"MCWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"774","Chlorine",,"MWWAL",,,"N","Y","N","mgL","ACUTE",0.019
"774","Chlorine",,"MWWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"774","Chlorine",,"WWAL",,,"N","Y","N","mgL","ACUTE",0.019
"774","Chlorine",,"WWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"779","Chlorobenzene",,"ColdWAL",,,"N","Y","N","ugL","HH",800
"779","Chlorobenzene",,"CoolWAL",,,"N","Y","N","ugL","HH",800
"779","Chlorobenzene",,"HQColdWAL",,,"N","Y","N","ugL","HH",800
"779","Chlorobenzene",,"MCWAL",,,"N","Y","N","ugL","HH",800
"779","Chlorobenzene",,"MWWAL",,,"N","Y","N","ugL","HH",800
"779","Chlorobenzene",,"WWAL",,,"N","Y","N","ugL","HH",800
"781","Chlorodibromomethane",,"ColdWAL",,,"N","Y","N","ugL","HH",210
"781","Chlorodibromomethane",,"CoolWAL",,,"N","Y","N","ugL","HH",210
"781","Chlorodibromomethane",,"HQColdWAL",,,"N","Y","N","ugL","HH",210
"781","Chlorodibromomethane",,"MCWAL",,,"N","Y","N","ugL","HH",210
"781","Chlorodibromomethane",,"MWWAL",,,"N","Y","N","ugL","HH",210
"781","Chlorodibromomethane",,"WWAL",,,"N","Y","N","ugL","HH",210
"784","Chloroform",,"ColdWAL",,,"N","Y","N","ugL","HH",2000
"784","Chloroform",,"CoolWAL",,,"N","Y","N","ugL","HH",2000
"784","Chloroform",,"HQColdWAL",,,"N","Y","N","ugL","HH",2000
"784","Chloroform",,"MCWAL",,,"N","Y","N","ugL","HH",2000
"784","Chloroform",,"MWWAL",,,"N","Y","N","ugL","HH",2000
"784","Chloroform",,"WWAL",,,"N","Y","N","ugL","HH",2000
"803","Chlorpyrifos",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",0.083
"803","Chlorpyrifos",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.041
"803","Chlorpyrifos",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",0.083
"803","Chlorpyrifos",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.041
"803","Chlorpyrifos",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",0.083
"803","Chlorpyrifos",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.041
"803","Chlorpyrifos",,"LAL",,,"N","Y","N","ugL","ACUTE",0.083
"803","Chlorpyrifos",,"MCWAL",,,"N","Y","N","ugL","ACUTE",0.083
"803","Chlorpyrifos",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.041
"803","Chlorpyrifos",,"MWWAL",,,"N","Y","N","ugL","ACUTE",0.083
"803","Chlorpyrifos",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.041
"803","Chlorpyrifos",,"WWAL",,,"N","Y","N","ugL","ACUTE",0.083
"803","Chlorpyrifos",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.041
"810","Chromium(III)","Dissolved","ColdWAL",,,"Y","Y","N","mgL","ACUTE",0.183
"810","Chromium(III)","Dissolved","ColdWAL",,,"Y","Y","N","mgL","CHRONIC",0.0238
"810","Chromium(III)","Dissolved","CoolWAL",,,"Y","Y","N","mgL","ACUTE",0.183
"810","Chromium(III)","Dissolved","CoolWAL",,,"Y","Y","N","mgL","CHRONIC",0.0238
"810","Chromium(III)","Dissolved","HQColdWAL",,,"Y","Y","N","mgL","ACUTE",0.183
"810","Chromium(III)","Dissolved","HQColdWAL",,,"Y","Y","N","mgL","CHRONIC",0.0238
"810","Chromium(III)","Dissolved","LAL",,,"Y","Y","N","mgL","ACUTE",0.183
"810","Chromium(III)","Dissolved","MCWAL",,,"Y","Y","N","mgL","ACUTE",0.183
"810","Chromium(III)","Dissolved","MCWAL",,,"Y","Y","N","mgL","CHRONIC",0.0238
"810","Chromium(III)","Dissolved","MWWAL",,,"Y","Y","N","mgL","ACUTE",0.183
"810","Chromium(III)","Dissolved","MWWAL",,,"Y","Y","N","mgL","CHRONIC",0.0238
"810","Chromium(III)","Dissolved","WWAL",,,"Y","Y","N","mgL","ACUTE",0.183
"810","Chromium(III)","Dissolved","WWAL",,,"Y","Y","N","mgL","CHRONIC",0.0238
"811","Chromium(VI)","Dissolved","ColdWAL",,,"N","Y","N","mgL","ACUTE",0.016
"811","Chromium(VI)","Dissolved","ColdWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"811","Chromium(VI)","Dissolved","CoolWAL",,,"N","Y","N","mgL","ACUTE",0.016
"811","Chromium(VI)","Dissolved","CoolWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"811","Chromium(VI)","Dissolved","HQColdWAL",,,"N","Y","N","mgL","ACUTE",0.016
"811","Chromium(VI)","Dissolved","HQColdWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"811","Chromium(VI)","Dissolved","LAL",,,"N","Y","N","mgL","ACUTE",0.016
"811","Chromium(VI)","Dissolved","MCWAL",,,"N","Y","N","mgL","ACUTE",0.016
"811","Chromium(VI)","Dissolved","MCWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"811","Chromium(VI)","Dissolved","MWWAL",,,"N","Y","N","mgL","ACUTE",0.016
"811","Chromium(VI)","Dissolved","MWWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"811","Chromium(VI)","Dissolved","WWAL",,,"N","Y","N","mgL","ACUTE",0.016
"811","Chromium(VI)","Dissolved","WWAL",,,"N","Y","N","mgL","CHRONIC",0.011
"813","Chrysene",,"ColdWAL",,,"N","Y","N","ugL","HH",1.3
"813","Chrysene",,"CoolWAL",,,"N","Y","N","ugL","HH",1.3
"813","Chrysene",,"HQColdWAL",,,"N","Y","N","ugL","HH",1.3
"813","Chrysene",,"MCWAL",,,"N","Y","N","ugL","HH",1.3
"813","Chrysene",,"MWWAL",,,"N","Y","N","ugL","HH",1.3
"813","Chrysene",,"WWAL",,,"N","Y","N","ugL","HH",1.3
"873","Demeton",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"873","Demeton",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"873","Demeton",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"873","Demeton",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"873","Demeton",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"873","Demeton",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.1
"832","Copper","Dissolved","ColdWAL",,,"Y","Y","N","mgL","ACUTE",0.00364
"832","Copper","Dissolved","ColdWAL",,,"Y","Y","N","mgL","CHRONIC",0.00274
"832","Copper","Dissolved","CoolWAL",,,"Y","Y","N","mgL","ACUTE",0.00364
"832","Copper","Dissolved","CoolWAL",,,"Y","Y","N","mgL","CHRONIC",0.00274
"832","Copper","Dissolved","HQColdWAL",,,"Y","Y","N","mgL","ACUTE",0.00364
"832","Copper","Dissolved","HQColdWAL",,,"Y","Y","N","mgL","CHRONIC",0.00274
"832","Copper","Dissolved","LAL",,,"Y","Y","N","mgL","ACUTE",0.00364
"832","Copper","Dissolved","MCWAL",,,"Y","Y","N","mgL","ACUTE",0.00364
"832","Copper","Dissolved","MCWAL",,,"Y","Y","N","mgL","CHRONIC",0.00274
"832","Copper","Dissolved","MWWAL",,,"Y","Y","N","mgL","ACUTE",0.00364
"832","Copper","Dissolved","MWWAL",,,"Y","Y","N","mgL","CHRONIC",0.00274
"832","Copper","Dissolved","WWAL",,,"Y","Y","N","mgL","ACUTE",0.00364
"832","Copper","Dissolved","WWAL",,,"Y","Y","N","mgL","CHRONIC",0.00274
"842","Cyanide","Total Recoverable","ColdWAL",,,"N","Y","N","mgL","ACUTE",0.022
"842","Cyanide","Total Recoverable","ColdWAL",,,"N","Y","N","mgL","CHRONIC",0.0052
"842","Cyanide","Total Recoverable","ColdWAL",,,"N","Y","N","mgL","HH",0.4
"842","Cyanide","Total Recoverable","CoolWAL",,,"N","Y","N","mgL","ACUTE",0.022
"842","Cyanide","Total Recoverable","CoolWAL",,,"N","Y","N","mgL","CHRONIC",0.0052
"842","Cyanide","Total Recoverable","CoolWAL",,,"N","Y","N","mgL","HH",0.4
"842","Cyanide","Total Recoverable","HQColdWAL",,,"N","Y","N","mgL","ACUTE",0.022
"842","Cyanide","Total Recoverable","HQColdWAL",,,"N","Y","N","mgL","CHRONIC",0.0052
"842","Cyanide","Total Recoverable","HQColdWAL",,,"N","Y","N","mgL","HH",0.4
"842","Cyanide","Total Recoverable","LAL",,,"N","Y","N","mgL","ACUTE",0.022
"842","Cyanide","Total Recoverable","MCWAL",,,"N","Y","N","mgL","ACUTE",0.022
"842","Cyanide","Total Recoverable","MCWAL",,,"N","Y","N","mgL","CHRONIC",0.0052
"842","Cyanide","Total Recoverable","MCWAL",,,"N","Y","N","mgL","HH",0.4
"842","Cyanide","Total Recoverable","MWWAL",,,"N","Y","N","mgL","ACUTE",0.022
"842","Cyanide","Total Recoverable","MWWAL",,,"N","Y","N","mgL","CHRONIC",0.0052
"842","Cyanide","Total Recoverable","MWWAL",,,"N","Y","N","mgL","HH",0.4
"842","Cyanide","Total Recoverable","WWAL",,,"N","Y","N","mgL","ACUTE",0.022
"842","Cyanide","Total Recoverable","WWAL",,,"N","Y","N","mgL","CHRONIC",0.0052
"842","Cyanide","Total Recoverable","WWAL",,,"N","Y","N","mgL","HH",0.4
"881","Di(2-ethylhexyl) phthalate",,"ColdWAL",,,"N","Y","N","ugL","HH",3.7
"881","Di(2-ethylhexyl) phthalate",,"CoolWAL",,,"N","Y","N","ugL","HH",3.7
"881","Di(2-ethylhexyl) phthalate",,"HQColdWAL",,,"N","Y","N","ugL","HH",3.7
"881","Di(2-ethylhexyl) phthalate",,"MCWAL",,,"N","Y","N","ugL","HH",3.7
"881","Di(2-ethylhexyl) phthalate",,"MWWAL",,,"N","Y","N","ugL","HH",3.7
"881","Di(2-ethylhexyl) phthalate",,"WWAL",,,"N","Y","N","ugL","HH",3.7
"676","Bis(chloromethyl) ether",,"ColdWAL",,,"N","Y","N","ugL","HH",0.17
"676","Bis(chloromethyl) ether",,"CoolWAL",,,"N","Y","N","ugL","HH",0.17
"676","Bis(chloromethyl) ether",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.17
"676","Bis(chloromethyl) ether",,"MCWAL",,,"N","Y","N","ugL","HH",0.17
"676","Bis(chloromethyl) ether",,"MWWAL",,,"N","Y","N","ugL","HH",0.17
"676","Bis(chloromethyl) ether",,"WWAL",,,"N","Y","N","ugL","HH",0.17
"885","Diazinon",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",0.17
"885","Diazinon",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.17
"885","Diazinon",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",0.17
"885","Diazinon",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.17
"885","Diazinon",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",0.17
"885","Diazinon",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.17
"885","Diazinon",,"LAL",,,"N","Y","N","ugL","ACUTE",0.17
"885","Diazinon",,"MCWAL",,,"N","Y","N","ugL","ACUTE",0.17
"885","Diazinon",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.17
"885","Diazinon",,"MWWAL",,,"N","Y","N","ugL","ACUTE",0.17
"885","Diazinon",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.17
"885","Diazinon",,"WWAL",,,"N","Y","N","ugL","ACUTE",0.17
"885","Diazinon",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.17
"320","2,4-Dichlorophenoxyacetic acid",,"ColdWAL",,,"N","Y","N","ugL","HH",12000
"320","2,4-Dichlorophenoxyacetic acid",,"CoolWAL",,,"N","Y","N","ugL","HH",12000
"320","2,4-Dichlorophenoxyacetic acid",,"HQColdWAL",,,"N","Y","N","ugL","HH",12000
"320","2,4-Dichlorophenoxyacetic acid",,"MCWAL",,,"N","Y","N","ugL","HH",12000
"320","2,4-Dichlorophenoxyacetic acid",,"MWWAL",,,"N","Y","N","ugL","HH",12000
"320","2,4-Dichlorophenoxyacetic acid",,"WWAL",,,"N","Y","N","ugL","HH",12000
"886","Dibenz[a,h]anthracene",,"ColdWAL",,,"N","Y","N","ugL","HH",0.0013
"886","Dibenz[a,h]anthracene",,"CoolWAL",,,"N","Y","N","ugL","HH",0.0013
"886","Dibenz[a,h]anthracene",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.0013
"886","Dibenz[a,h]anthracene",,"MCWAL",,,"N","Y","N","ugL","HH",0.0013
"886","Dibenz[a,h]anthracene",,"MWWAL",,,"N","Y","N","ugL","HH",0.0013
"886","Dibenz[a,h]anthracene",,"WWAL",,,"N","Y","N","ugL","HH",0.0013
"1516","Dichlorodiphenyldichloroethane (DDD)",,"ColdWAL",,,"N","Y","N","ugL","HH",0.0012
"1516","Dichlorodiphenyldichloroethane (DDD)",,"CoolWAL",,,"N","Y","N","ugL","HH",0.0012
"1516","Dichlorodiphenyldichloroethane (DDD)",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.0012
"1516","Dichlorodiphenyldichloroethane (DDD)",,"MCWAL",,,"N","Y","N","ugL","HH",0.0012
"1516","Dichlorodiphenyldichloroethane (DDD)",,"MWWAL",,,"N","Y","N","ugL","HH",0.0012
"1516","Dichlorodiphenyldichloroethane (DDD)",,"WWAL",,,"N","Y","N","ugL","HH",0.0012
"1517","Dichlorodiphenyldichloroethylene (DDE)",,"ColdWAL",,,"N","Y","N","ugL","HH",0.00018
"1517","Dichlorodiphenyldichloroethylene (DDE)",,"CoolWAL",,,"N","Y","N","ugL","HH",0.00018
"1517","Dichlorodiphenyldichloroethylene (DDE)",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.00018
"1517","Dichlorodiphenyldichloroethylene (DDE)",,"MCWAL",,,"N","Y","N","ugL","HH",0.00018
"1517","Dichlorodiphenyldichloroethylene (DDE)",,"MWWAL",,,"N","Y","N","ugL","HH",0.00018
"1517","Dichlorodiphenyldichloroethylene (DDE)",,"WWAL",,,"N","Y","N","ugL","HH",0.00018
"899","Dibutyl phthalate",,"ColdWAL",,,"N","Y","N","ugL","HH",30
"899","Dibutyl phthalate",,"CoolWAL",,,"N","Y","N","ugL","HH",30
"899","Dibutyl phthalate",,"HQColdWAL",,,"N","Y","N","ugL","HH",30
"899","Dibutyl phthalate",,"MCWAL",,,"N","Y","N","ugL","HH",30
"899","Dibutyl phthalate",,"MWWAL",,,"N","Y","N","ugL","HH",30
"899","Dibutyl phthalate",,"WWAL",,,"N","Y","N","ugL","HH",30
"917","Dichlorobromomethane",,"ColdWAL",,,"N","Y","N","ugL","HH",270
"917","Dichlorobromomethane",,"CoolWAL",,,"N","Y","N","ugL","HH",270
"917","Dichlorobromomethane",,"HQColdWAL",,,"N","Y","N","ugL","HH",270
"917","Dichlorobromomethane",,"MCWAL",,,"N","Y","N","ugL","HH",270
"917","Dichlorobromomethane",,"MWWAL",,,"N","Y","N","ugL","HH",270
"917","Dichlorobromomethane",,"WWAL",,,"N","Y","N","ugL","HH",270
"934","Dieldrin",,"ColdWAL",,"Y","N","Y","N","ugL","ACUTE",0.24
"934","Dieldrin",,"ColdWAL",,"Y","N","Y","N","ugL","CHRONIC",0.056
"934","Dieldrin",,"ColdWAL",,"Y","N","Y","N","ugL","HH",0.000012
"934","Dieldrin",,"CoolWAL",,"Y","N","Y","N","ugL","ACUTE",0.24
"934","Dieldrin",,"CoolWAL",,"Y","N","Y","N","ugL","CHRONIC",0.056
"934","Dieldrin",,"CoolWAL",,"Y","N","Y","N","ugL","HH",0.000012
"934","Dieldrin",,"HQColdWAL",,"Y","N","Y","N","ugL","ACUTE",0.24
"934","Dieldrin",,"HQColdWAL",,"Y","N","Y","N","ugL","CHRONIC",0.056
"934","Dieldrin",,"HQColdWAL",,"Y","N","Y","N","ugL","HH",0.000012
"934","Dieldrin",,"LAL",,"Y","N","Y","N","ugL","ACUTE",0.24
"934","Dieldrin",,"LAL",,"Y","N","Y","N","ugL","HH",0.000012
"934","Dieldrin",,"MCWAL",,"Y","N","Y","N","ugL","ACUTE",0.24
"934","Dieldrin",,"MCWAL",,"Y","N","Y","N","ugL","CHRONIC",0.056
"934","Dieldrin",,"MCWAL",,"Y","N","Y","N","ugL","HH",0.000012
"934","Dieldrin",,"MWWAL",,"Y","N","Y","N","ugL","ACUTE",0.24
"934","Dieldrin",,"MWWAL",,"Y","N","Y","N","ugL","CHRONIC",0.056
"934","Dieldrin",,"MWWAL",,"Y","N","Y","N","ugL","HH",0.000012
"934","Dieldrin",,"WWAL",,"Y","N","Y","N","ugL","ACUTE",0.24
"934","Dieldrin",,"WWAL",,"Y","N","Y","N","ugL","CHRONIC",0.056
"934","Dieldrin",,"WWAL",,"Y","N","Y","N","ugL","HH",0.000012
"938","Diethyl phthalate",,"ColdWAL",,,"N","Y","N","ugL","HH",600
"938","Diethyl phthalate",,"CoolWAL",,,"N","Y","N","ugL","HH",600
"938","Diethyl phthalate",,"HQColdWAL",,,"N","Y","N","ugL","HH",600
"938","Diethyl phthalate",,"MCWAL",,,"N","Y","N","ugL","HH",600
"938","Diethyl phthalate",,"MWWAL",,,"N","Y","N","ugL","HH",600
"938","Diethyl phthalate",,"WWAL",,,"N","Y","N","ugL","HH",600
"957","Dimethyl phthalate",,"ColdWAL",,,"N","Y","N","ugL","HH",2000
"957","Dimethyl phthalate",,"CoolWAL",,,"N","Y","N","ugL","HH",2000
"957","Dimethyl phthalate",,"HQColdWAL",,,"N","Y","N","ugL","HH",2000
"957","Dimethyl phthalate",,"MCWAL",,,"N","Y","N","ugL","HH",2000
"957","Dimethyl phthalate",,"MWWAL",,,"N","Y","N","ugL","HH",2000
"957","Dimethyl phthalate",,"WWAL",,,"N","Y","N","ugL","HH",2000
"973","Dioxin + furan mix, unspecified",,"ColdWAL",,"Y","N","Y","N","ugL","HH",0.000000051
"973","Dioxin + furan mix, unspecified",,"CoolWAL",,"Y","N","Y","N","ugL","HH",0.000000051
"973","Dioxin + furan mix, unspecified",,"HQColdWAL",,"Y","N","Y","N","ugL","HH",0.000000051
"973","Dioxin + furan mix, unspecified",,"LAL",,"Y","N","Y","N","ugL","HH",0.000000051
"973","Dioxin + furan mix, unspecified",,"MCWAL",,"Y","N","Y","N","ugL","HH",0.000000051
"973","Dioxin + furan mix, unspecified",,"MWWAL",,"Y","N","Y","N","ugL","HH",0.000000051
"973","Dioxin + furan mix, unspecified",,"WWAL",,"Y","N","Y","N","ugL","HH",0.000000051
"1001","Endosulfan sulfate",,"ColdWAL",,,"N","Y","N","ugL","HH",40
"1001","Endosulfan sulfate",,"CoolWAL",,,"N","Y","N","ugL","HH",40
"1001","Endosulfan sulfate",,"HQColdWAL",,,"N","Y","N","ugL","HH",40
"1001","Endosulfan sulfate",,"MCWAL",,,"N","Y","N","ugL","HH",40
"1001","Endosulfan sulfate",,"MWWAL",,,"N","Y","N","ugL","HH",40
"1001","Endosulfan sulfate",,"WWAL",,,"N","Y","N","ugL","HH",40
"1003","Endrin",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",0.086
"1003","Endrin",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.036
"1003","Endrin",,"ColdWAL",,,"N","Y","N","ugL","HH",0.03
"1003","Endrin",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",0.086
"1003","Endrin",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.036
"1003","Endrin",,"CoolWAL",,,"N","Y","N","ugL","HH",0.03
"1003","Endrin",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",0.086
"1003","Endrin",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.036
"1003","Endrin",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.03
"1003","Endrin",,"LAL",,,"N","Y","N","ugL","ACUTE",0.086
"1003","Endrin",,"MCWAL",,,"N","Y","N","ugL","ACUTE",0.086
"1003","Endrin",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.036
"1003","Endrin",,"MCWAL",,,"N","Y","N","ugL","HH",0.03
"1003","Endrin",,"MWWAL",,,"N","Y","N","ugL","ACUTE",0.086
"1003","Endrin",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.036
"1003","Endrin",,"MWWAL",,,"N","Y","N","ugL","HH",0.03
"1003","Endrin",,"WWAL",,,"N","Y","N","ugL","ACUTE",0.086
"1003","Endrin",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.036
"1003","Endrin",,"WWAL",,,"N","Y","N","ugL","HH",0.03
"1004","Endrin aldehyde",,"ColdWAL",,,"N","Y","N","ugL","HH",1
"1004","Endrin aldehyde",,"CoolWAL",,,"N","Y","N","ugL","HH",1
"1004","Endrin aldehyde",,"HQColdWAL",,,"N","Y","N","ugL","HH",1
"1004","Endrin aldehyde",,"MCWAL",,,"N","Y","N","ugL","HH",1
"1004","Endrin aldehyde",,"MWWAL",,,"N","Y","N","ugL","HH",1
"1004","Endrin aldehyde",,"WWAL",,,"N","Y","N","ugL","HH",1
"1030","Ethylbenzene",,"ColdWAL",,,"N","Y","N","ugL","HH",130
"1030","Ethylbenzene",,"CoolWAL",,,"N","Y","N","ugL","HH",130
"1030","Ethylbenzene",,"HQColdWAL",,,"N","Y","N","ugL","HH",130
"1030","Ethylbenzene",,"MCWAL",,,"N","Y","N","ugL","HH",130
"1030","Ethylbenzene",,"MWWAL",,,"N","Y","N","ugL","HH",130
"1030","Ethylbenzene",,"WWAL",,,"N","Y","N","ugL","HH",130
"1064","Fluoranthene",,"ColdWAL",,,"N","Y","N","ugL","HH",20
"1064","Fluoranthene",,"CoolWAL",,,"N","Y","N","ugL","HH",20
"1064","Fluoranthene",,"HQColdWAL",,,"N","Y","N","ugL","HH",20
"1064","Fluoranthene",,"MCWAL",,,"N","Y","N","ugL","HH",20
"1064","Fluoranthene",,"MWWAL",,,"N","Y","N","ugL","HH",20
"1064","Fluoranthene",,"WWAL",,,"N","Y","N","ugL","HH",20
"1066","Fluorene",,"ColdWAL",,,"N","Y","N","ugL","HH",70
"1066","Fluorene",,"CoolWAL",,,"N","Y","N","ugL","HH",70
"1066","Fluorene",,"HQColdWAL",,,"N","Y","N","ugL","HH",70
"1066","Fluorene",,"MCWAL",,,"N","Y","N","ugL","HH",70
"1066","Fluorene",,"MWWAL",,,"N","Y","N","ugL","HH",70
"1066","Fluorene",,"WWAL",,,"N","Y","N","ugL","HH",70
"1104","Heptachlor",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1104","Heptachlor",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1104","Heptachlor",,"ColdWAL",,,"N","Y","N","ugL","HH",0.000059
"1104","Heptachlor",,"CoolWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1104","Heptachlor",,"CoolWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1104","Heptachlor",,"CoolWAL",,,"N","Y","N","ugL","HH",0.000059
"1104","Heptachlor",,"HQColdWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1104","Heptachlor",,"HQColdWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1104","Heptachlor",,"HQColdWAL",,,"N","Y","N","ugL","HH",0.000059
"1104","Heptachlor",,"LAL",,,"N","Y","N","ugL","ACUTE",0.52
"1104","Heptachlor",,"MCWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1104","Heptachlor",,"MCWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1104","Heptachlor",,"MCWAL",,,"N","Y","N","ugL","HH",0.000059
"1104","Heptachlor",,"MWWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1104","Heptachlor",,"MWWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1104","Heptachlor",,"MWWAL",,,"N","Y","N","ugL","HH",0.000059
"1104","Heptachlor",,"WWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1104","Heptachlor",,"WWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
"1104","Heptachlor",,"WWAL",,,"N","Y","N","ugL","HH",0.000059
"1105","Heptachlor epoxide",,"ColdWAL",,,"N","Y","N","ugL","ACUTE",0.52
"1105","Heptachlor epoxide",,"ColdWAL",,,"N","Y","N","ugL","CHRONIC",0.0038
